idx,q_0,q_1,q_2,q_3,q_4,q_5,q_6,q_7,samples,SR,session_id,notes
151, -0.07502167671918869, 0.0029127411544322968, 0.0038761934265494347, -1.568450689315796, -0.04218035936355591, 1.5473840236663818, -0.029507160186767578, 0.0, 80896, 16000, 16, 
152, -0.03453097492456436, 0.003292363602668047, 0.004390716087073088, -1.5684702396392822, -0.04217832535505295, 1.547383189201355, -0.02951529249548912, 0.0, 80896, 16000, 16, 
153, 0.014192662201821804, 0.0064864088781178, -0.010277128778398037, -1.5655149221420288, -0.04219115898013115, 1.5470770597457886, -0.02913038246333599, 0.0, 80896, 16000, 16, 
154, 0.07150787860155106, 0.006705541163682938, -0.0073831225745379925, -1.5654687881469727, -0.04218851402401924, 1.547155737876892, -0.0291388351470232, 0.0, 80896, 16000, 16, 
155, 0.10009802877902985, 0.007255138363689184, 0.0063122352585196495, -1.564284086227417, -0.04219319671392441, 1.5471441745758057, -0.02987772412598133, 0.0, 80896, 16000, 17, 
156, 0.13528195023536682, 0.00822829082608223, 0.016625134274363518, -1.5643048286437988, -0.042185381054878235, 1.5471539497375488, -0.029818357899785042, 0.0, 80896, 16000, 17, 
157, 0.16578370332717896, 0.011481648311018944, 0.016682695597410202, -1.564483880996704, -0.042183611541986465, 1.547145962715149, -0.029809480533003807, 0.0, 80896, 16000, 17, 
158, 0.20782479643821716, 0.013606851920485497, 0.01667964458465576, -1.5653003454208374, -0.04217832535505295, 1.5471404790878296, -0.029816195368766785, 0.0, 80896, 16000, 17, 
159, 0.11938608437776566, 0.012080280110239983, 0.0039416346698999405, -1.5655709505081177, -0.030901048332452774, 1.643534541130066, -0.008765298873186111, 0.0, 80896, 16000, 18, 
160, 0.15300621092319489, 0.012555180117487907, 0.006002921611070633, -1.5656538009643555, -0.030901052057743073, 1.6435117721557617, -0.008769967593252659, 0.0, 80896, 16000, 18, 
161, 0.19344858825206757, 0.012834885157644749, 0.01842135190963745, -1.5656567811965942, -0.030899984762072563, 1.6435240507125854, -0.008761337026953697, 0.0, 80896, 16000, 18, 
162, 0.24860478937625885, 0.013240181840956211, 0.018490558490157127, -1.5656720399856567, -0.030901307240128517, 1.6435197591781616, -0.008761963807046413, 0.0, 80896, 16000, 18, 
163, 0.28239870071411133, -0.0025831840466707945, 0.018687449395656586, -1.565442442893982, -0.030901307240128517, 1.6447114944458008, -0.008761575445532799, 0.0, 80896, 16000, 18, 
164, 0.3239627182483673, -0.00031044697971083224, 0.01868424564599991, -1.5654655694961548, -0.030901307240128517, 1.6447038650512695, -0.008762283250689507, 0.0, 80896, 16000, 18, 
165, 0.3787241578102112, 0.007178439758718014, 0.020083295181393623, -1.5654913187026978, -0.030901307240128517, 1.644702672958374, -0.008763168938457966, 0.0, 80896, 16000, 18, 
166, 0.428507536649704, 0.007243880536407232, 0.020162289962172508, -1.565498948097229, -0.03090069629251957, 1.6446903944015503, -0.008770127780735493, 0.0, 80896, 16000, 18, 
167, 0.47745880484580994, 0.007512327749282122, 0.02302204817533493, -1.5655518770217896, -0.030899984762072563, 1.6446764469146729, -0.008770844899117947, 0.0, 80896, 16000, 18, 
168, 0.5132287740707397, 0.007681704591959715, 0.04375440627336502, -1.5655710697174072, -0.030899373814463615, 1.644681453704834, -0.008773078210651875, 0.0, 80896, 16000, 18, 
169, 0.4999515116214752, -0.0013606107095256448, 0.014914464205503464, -1.5778257846832275, -0.021575162187218666, 1.5124233961105347, -0.00898319948464632, 0.0, 80896, 16000, 19, 
170, 0.551923394203186, -0.002399776829406619, 0.019773174077272415, -1.575423002243042, -0.021565359085798264, 1.5151561498641968, -0.009228796698153019, 0.0, 80896, 16000, 19, 
171, 0.600073516368866, -0.0019018895691260695, 0.007854747585952282, -1.5754306316375732, -0.021636195480823517, 1.5151644945144653, -0.00922867376357317, 0.0, 80896, 16000, 19, 
172, 0.6483058929443359, -0.0013410125393420458, 0.020927278324961662, -1.5755813121795654, -0.021593764424324036, 1.5250203609466553, -0.009251993149518967, 0.0, 80896, 16000, 19, 
173, 0.702777087688446, 0.0019882521592080593, 0.011963644996285439, -1.575600028038025, -0.021575912833213806, 1.5250284671783447, -0.009309576824307442, 0.0, 80896, 16000, 19, 
174, 0.7521148324012756, 0.006917909719049931, 0.000897791120223701, -1.5756210088729858, -0.02155810222029686, 1.5250457525253296, -0.00932979490607977, 0.0, 80896, 16000, 19, 
175, 0.8010878562927246, 0.006851900834590197, 0.0034426674246788025, -1.575596809387207, -0.021556738764047623, 1.5250457525253296, -0.01078076846897602, 0.0, 80896, 16000, 19, 
176, 0.7475164532661438, 0.006504551041871309, 0.007306237239390612, -1.574912190437317, -0.021546440199017525, 1.525087833404541, -0.010783758014440536, 0.0, 80896, 16000, 19, 
177, 0.6997349858283997, 0.006901931017637253, -0.004626637790352106, -1.5749388933181763, -0.02157883159816265, 1.525086760520935, -0.010721415281295776, 0.0, 80896, 16000, 19, 
178, 0.6478485465049744, 0.007058669812977314, -0.001217411132529378, -1.5749239921569824, -0.021575188264250755, 1.5264371633529663, -0.010735124349594116, 0.0, 80896, 16000, 19, 
179, 0.5798285603523254, 0.007861241698265076, -0.0003215090255253017, -1.5749671459197998, -0.021574590355157852, 1.5264359712600708, -0.010721821337938309, 0.0, 80896, 16000, 20, 
180, 0.5383687019348145, 0.007564452476799488, 0.0024091792292892933, -1.5749253034591675, -0.021574409678578377, 1.5264356136322021, -0.010749450884759426, 0.0, 80896, 16000, 20, 
181, 0.48621878027915955, 0.006276547443121672, 0.0030291627626866102, -1.5669269561767578, -0.021575774997472763, 1.526438593864441, -0.010756757110357285, 0.0, 80896, 16000, 20, 
182, 0.5335875153541565, 0.007296683732420206, 0.0030271790456026793, -1.5669317245483398, -0.021574078127741814, 1.5264368057250977, -0.01073802076280117, 0.0, 80896, 16000, 20, 
183, 0.4611438512802124, 0.008569267578423023, 0.003286957275122404, -1.5669528245925903, -0.021551351994276047, 1.5264345407485962, -0.010497176088392735, 0.0, 80896, 16000, 20, 
184, 0.4105736315250397, 0.008850226178765297, 0.003400128800421953, -1.566957712173462, -0.021556027233600616, 1.5264338254928589, -0.010531415231525898, 0.0, 80896, 16000, 20, 
185, 0.3576044738292694, 0.006939747370779514, 0.003427111776545644, -1.5661169290542603, -0.02156021073460579, 1.5264352560043335, -0.01052476279437542, 0.0, 80896, 16000, 20, 
186, 0.30567944049835205, 0.007451790384948254, 0.003427112242206931, -1.562475323677063, -0.0215587317943573, 1.5264393091201782, -0.010529356077313423, 0.0, 80896, 16000, 20, 
187, 0.25348803400993347, 0.007694415748119354, 0.003421259578317404, -1.5624961853027344, -0.021558333188295364, 1.5264359712600708, -0.010524180717766285, 0.0, 80896, 16000, 20, 
188, 0.20260794460773468, 0.00742703303694725, 0.0035573244094848633, -1.562269926071167, -0.021566325798630714, 1.5264338254928589, -0.010562185198068619, 0.0, 80896, 16000, 20, 
189, 0.16552390158176422, 0.007723395247012377, 0.0035681503359228373, -1.5622673034667969, -0.021550893783569336, 1.5264400243759155, -0.010555860586464405, 0.0, 80896, 16000, 21, 
190, 0.13205276429653168, 0.0068215117789804935, 0.0035681624431163073, -1.5615010261535645, -0.021556738764047623, 1.5264407396316528, -0.010562131181359291, 0.0, 80896, 16000, 21, 
191, 0.08360838145017624, 0.007329210638999939, 0.004376686178147793, -1.56151282787323, -0.021531449630856514, 1.5264400243759155, -0.010470706038177013, 0.0, 80896, 16000, 21, 
192, 0.0322360023856163, 0.006423590704798698, -6.976459553698078e-05, -1.555166482925415, -0.021725954487919807, 1.526459813117981, -0.00980381853878498, 0.0, 80896, 16000, 21, 
193, -0.019958797842264175, 0.007146481424570084, -2.8654785637627356e-05, -1.555191993713379, -0.021710967645049095, 1.5264590978622437, -0.009813659824430943, 0.0, 80896, 16000, 21, 
194, -0.06727585941553116, 0.007566801737993956, 0.004178763832896948, -1.5552177429199219, -0.02166781947016716, 1.5264557600021362, -0.009958864189684391, 0.0, 80896, 16000, 21, 
195, -0.10860371589660645, 0.007532070856541395, 0.004508880898356438, -1.5552250146865845, -0.02164314314723015, 1.526455044746399, -0.009965102188289165, 0.0, 80896, 16000, 21, 
196, -0.16199804842472076, 0.006779957562685013, 0.004513145890086889, -1.5551164150238037, -0.02163558453321457, 1.5264582633972168, -0.009960019029676914, 0.0, 80896, 16000, 21, 
197, -0.20667293667793274, 0.00677786348387599, 0.004494930617511272, -1.5551196336746216, -0.021650852635502815, 1.5264558792114258, -0.00991901196539402, 0.0, 80896, 16000, 21, 
198, -0.26836270093917847, 0.006767461076378822, 0.004351119510829449, -1.555092692375183, -0.021663635969161987, 1.526452898979187, -0.009917234070599079, 0.0, 80896, 16000, 21, 
199, -0.31532153487205505, 0.006499454844743013, 0.0040689329616725445, -1.5545203685760498, -0.021664347499608994, 1.5264573097229004, -0.009830445051193237, 0.0, 80896, 16000, 22, 
200, -0.37377262115478516, 0.006778397131711245, 0.0044501894153654575, -1.5545005798339844, -0.02165716327726841, 1.5264790058135986, -0.009817799553275108, 0.0, 80896, 16000, 22, 
201, -0.4259014427661896, 0.006986692082136869, 0.0014803403755649924, -1.5540283918380737, -0.02175818756222725, 1.5264790058135986, -0.009343769401311874, 0.0, 80896, 16000, 23, 
202, -0.46555468440055847, 0.0069994754157960415, 0.0014739385806024075, -1.5540151596069336, -0.02177256904542446, 1.5264729261398315, -0.009358130395412445, 0.0, 80896, 16000, 23, 
203, -0.5196533203125, 0.007020033895969391, 0.001464443514123559, -1.5540316104888916, -0.02177256904542446, 1.5264686346054077, -0.009353803470730782, 0.0, 80896, 16000, 23, 
204, -0.5552921891212463, 0.00677786348387599, 0.0014792752917855978, -1.5540425777435303, -0.0217688400298357, 1.5264405012130737, -0.009361494332551956, 0.0, 80896, 16000, 23, 
205, -0.5852168798446655, 0.006790223531424999, 0.00147380365524441, -1.5540522336959839, -0.02176777459681034, 1.5264397859573364, -0.009352398104965687, 0.0, 80896, 16000, 23, 
206, -0.6233933568000793, 0.006369225215166807, 0.0014803408412262797, -1.5540425777435303, -0.021769097074866295, 1.5264350175857544, -0.009363732300698757, 0.0, 80896, 16000, 23, 
207, -0.6672769784927368, 0.006661148741841316, 0.0014579698909074068, -1.5540741682052612, -0.021768486127257347, 1.5264142751693726, -0.009352239780128002, 0.0, 80896, 16000, 23, 
208, -0.7178702354431152, 0.00458557577803731, 0.0010868097888305783, -1.5542128086090088, -0.021800262853503227, 1.5263572931289673, -0.009350086562335491, 0.0, 80896, 16000, 23, 
209, -0.779371976852417, 0.005608976818621159, 0.0010681092971935868, -1.5542293787002563, -0.021799733862280846, 1.5263526439666748, -0.00934678316116333, 0.0, 80896, 16000, 23, 
210, -0.8338008522987366, 0.0007029951084405184, 0.0010233419016003609, -1.5542221069335938, -0.021801330149173737, 1.5263471603393555, -0.009356660768389702, 0.0, 80896, 16000, 23, 
211, -0.9021162390708923, -0.0009872362716123462, 0.0010154666379094124, -1.560450553894043, -0.020853884518146515, 1.5260186195373535, -0.009353750385344028, 0.0, 80896, 16000, 24, 
212, -0.8506253957748413, -0.001301592099480331, 0.0010522091761231422, -1.5602667331695557, -0.021173853427171707, 1.5260231494903564, -0.00934856291860342, 0.0, 80896, 16000, 24, 
213, -0.7953165173530579, -0.0011566131142899394, 0.0010560372611507773, -1.5602911710739136, -0.021178292110562325, 1.5260307788848877, -0.009352326393127441, 0.0, 80896, 16000, 24, 
214, -0.722993791103363, -0.001462307758629322, 0.002536054002121091, -1.5585923194885254, -0.021179964765906334, 1.5260452032089233, -0.00935852900147438, 0.0, 80896, 16000, 24, 
215, -0.6709624528884888, -0.003080477938055992, 0.0025279931724071503, -1.556702733039856, -0.02126968838274479, 1.526044487953186, -0.009355276823043823, 0.0, 80896, 16000, 24, 
216, -0.6231725811958313, -0.011558876372873783, 0.002529662335291505, -1.5561673641204834, -0.021269727498292923, 1.5260430574417114, -0.009365970268845558, 0.0, 80896, 16000, 24, 
217, -0.5519469976425171, -0.01163306925445795, 0.0031426495406776667, -1.549659013748169, -0.021269727498292923, 1.5261902809143066, -0.009360070340335369, 0.0, 80896, 16000, 24, 
218, -0.478150874376297, -0.012227226980030537, 0.0032366157975047827, -1.544224500656128, -0.021269727498292923, 1.5261873006820679, -0.009560680016875267, 0.0, 80896, 16000, 24, 
219, -0.39988991618156433, -0.01221771351993084, 0.003298601834103465, -1.5433651208877563, -0.021274041384458542, 1.5261821746826172, -0.00952969305217266, 0.0, 80896, 16000, 24, 
220, -0.34801018238067627, -0.006232662126421928, -0.001060459646396339, -1.5615304708480835, -0.021301349624991417, 1.526173710823059, -0.009567623026669025, 0.0, 80896, 16000, 25, 
221, -0.29950687289237976, -0.006179270800203085, 0.0038012980949133635, -1.5612902641296387, -0.021301960572600365, 1.526190996170044, -0.0095644136890769, 0.0, 80896, 16000, 25, 
222, -0.2561303675174713, -0.006149443797767162, -0.0018528723157942295, -1.5612449645996094, -0.021347200497984886, 1.5261869430541992, -0.00956282950937748, 0.0, 80896, 16000, 25, 
223, -0.21594160795211792, -0.006109450478106737, -0.0010093279415741563, -1.5611090660095215, -0.021347690373659134, 1.5262197256088257, -0.009562483057379723, 0.0, 80896, 16000, 25, 
224, -0.16777151823043823, -0.006594786886125803, -0.0009856026154011488, -1.5544097423553467, -0.0213431715965271, 1.526238203048706, -0.009561523795127869, 0.0, 80896, 16000, 25, 
225, -0.12203747779130936, -0.00608235877007246, 0.002962196711450815, -1.5544369220733643, -0.02132742665708065, 1.526229739189148, -0.00956722628325224, 0.0, 80896, 16000, 25, 
226, -0.06633107364177704, -0.005497528240084648, 0.0029555053915828466, -1.5574674606323242, -0.02133147418498993, 1.5262365341186523, -0.00955076515674591, 0.0, 80896, 16000, 25, 
227, -0.019742554053664207, -0.005100148264318705, 0.0030787703581154346, -1.5575008392333984, -0.021329402923583984, 1.5262311697006226, -0.009553661569952965, 0.0, 80896, 16000, 25, 
228, 0.039382584393024445, -0.005058033857494593, 0.003120739245787263, -1.5574634075164795, -0.02133055217564106, 1.5262380838394165, -0.009558035992085934, 0.0, 80896, 16000, 25, 
229, 0.09734653681516647, -0.004876823630183935, 0.0035084306728094816, -1.5575792789459229, -0.02132531814277172, 1.5262359380722046, -0.009697865694761276, 0.0, 80896, 16000, 25, 
230, 0.14919617772102356, 0.009788049384951591, 0.00622495636343956, -1.5687609910964966, -0.021285494789481163, 1.5265096426010132, -0.010419794358313084, 0.0, 80896, 16000, 26, 
231, 0.1856323629617691, 0.014714011922478676, 0.007555653341114521, -1.5699844360351562, -0.02128279209136963, 1.5265049934387207, -0.010404753498733044, 0.0, 80896, 16000, 26, 
232, 0.22461502254009247, 0.01564718224108219, 0.01725044474005699, -1.57014000415802, -0.021282175555825233, 1.52650785446167, -0.010395430959761143, 0.0, 80896, 16000, 26, 
233, 0.2716507911682129, 0.016740145161747932, 0.017352772876620293, -1.5704387426376343, -0.02128448337316513, 1.5265038013458252, -0.0103998351842165, 0.0, 80896, 16000, 26, 
234, 0.3329080641269684, 0.004281985107809305, 0.003882181365042925, -1.5749671459197998, -0.021306755021214485, 1.526502251625061, -0.010165506973862648, 0.0, 80896, 16000, 26, 
235, 0.37654349207878113, 0.007159617729485035, 0.012730137445032597, -1.5750045776367188, -0.021304665133357048, 1.5264967679977417, -0.010170522145926952, 0.0, 80896, 16000, 26, 
236, 0.42853111028671265, 0.007171938195824623, 0.016851115971803665, -1.5750110149383545, -0.02130267210304737, 1.5264967679977417, -0.0101775536313653, 0.0, 80896, 16000, 26, 
237, 0.4891100525856018, 0.0073950751684606075, 0.01715768873691559, -1.5756958723068237, -0.02130063809454441, 1.5264806747436523, -0.010175314731895924, 0.0, 80896, 16000, 26, 
238, 0.5684632658958435, 0.010754784569144249, 0.025522379204630852, -1.5772836208343506, -0.0212862566113472, 1.5264643430709839, -0.010178265161812305, 0.0, 80896, 16000, 26, 
239, 0.6365448236465454, 0.011081919074058533, 0.03260086104273796, -1.5778604745864868, -0.02128903940320015, 1.5264620780944824, -0.010174603201448917, 0.0, 80896, 16000, 26, 
