Iteration,q_0,q_3,joint,MSE
0,1.0292000000000003,-0.7,0,1.27221934896697
0,1.0292000000000003,-0.7,3,0.09407645324759267
0,1.1299999999999997,-2.8000000000000003,0,1.5389330384637663
0,1.1299999999999997,-2.8000000000000003,3,0.0354553398316674
0,1.2292000000000003,-2.5,0,1.337813396910425
0,1.2292000000000003,-2.5,3,0.49520843186991886
0,1.2292000000000003,-0.7,0,1.393301559033614
0,1.2292000000000003,-0.7,3,0.41438718953877
0,1.2296,-1.9,0,0.0463228352090133
0,1.2296,-1.9,3,0.021306841233750148
0,1.3292000000000006,-1.5000000000000002,0,1.2546294067543886
0,1.3292000000000006,-1.5000000000000002,3,0.0485005985331509
0,1.3299999999999998,-2.8000000000000003,0,1.8876125664148338
0,1.3299999999999998,-2.8000000000000003,3,0.039090903710822064
0,1.4292000000000007,-2.6,0,0.17755837374499447
0,1.4292000000000007,-2.6,3,0.9407160944457114
0,1.4292000000000007,-1.2,0,1.3633546678061912
0,1.4292000000000007,-1.2,3,0.31810194313131557
0,1.4292000000000007,-0.8999999999999999,0,2.2487936155352473
0,1.4292000000000007,-0.8999999999999999,3,0.3662763673340174
0,1.4296,-2.2,0,0.9559938350075426
0,1.4296,-2.2,3,0.02346401239950461
0,1.43,-2.7,0,1.6958662361368864
0,1.43,-2.7,3,0.023555049266342033
0,1.5292000000000008,-1.5000000000000002,0,1.305785170100811
0,1.5292000000000008,-1.5000000000000002,3,0.11700704067152573
0,1.5292000000000008,-0.7,0,1.9231769432474632
0,1.5292000000000008,-0.7,3,0.11891001928083811
0,1.53,-2.7,0,1.8878232897723628
0,1.53,-2.7,3,0.028752045518137242
1,-1.5708,-1.1,0,0.06731172904110448
1,-1.5708,-1.1,3,0.10783031698652232
1,-1.5708,-0.8999999999999999,0,1.0233176425823027
1,-1.5708,-0.8999999999999999,3,0.07501919050227032
1,-1.5708,-0.5,0,0.49871112319422145
1,-1.5708,-0.5,3,0.17152782396469257
1,-1.4708,-1.4,0,2.776960678681648
1,-1.4708,-1.4,3,0.03467558089735746
1,-1.4708,-1.3,0,2.8095706970190215
1,-1.4708,-1.3,3,0.03834861373266227
1,-1.4700000000000006,-2.7,0,2.754222926984035
1,-1.4700000000000006,-2.7,3,0.025626766016290124
1,-1.4700000000000002,-2.0000000000000004,0,0.3402651592006768
1,-1.4700000000000002,-2.0000000000000004,3,0.02599000736611633
1,-1.2707999999999997,-1.5000000000000002,0,1.6494429257794665
1,-1.2707999999999997,-1.5000000000000002,3,0.0351818965617876
1,-1.1707999999999996,-0.7,0,0.3876457248633351
1,-1.1707999999999996,-0.7,3,0.053001683192933365
1,-1.0707999999999995,-2.4,0,0.01525951516469084
1,-1.0707999999999995,-2.4,3,0.011619321864280498
1,-0.9707999999999994,-0.6,0,1.2674882852401104
1,-0.9707999999999994,-0.6,3,0.04416315963828679
1,-0.97,-2.2000000000000006,0,0.45159124856994365
1,-0.97,-2.2000000000000006,3,0.07165963861679799
1,-0.97,-2.1000000000000005,0,0.24742700078214927
1,-0.97,-2.1000000000000005,3,0.04953476840785512
1,-0.97,-1.7000000000000002,0,0.6699437872961285
1,-0.97,-1.7000000000000002,3,0.05795781840526728
1,-0.8707999999999995,-0.7999999999999999,0,1.0382074476336658
1,-0.8707999999999995,-0.7999999999999999,3,0.06883280635710898
1,-0.8699999999999999,-2.0000000000000004,0,0.14469760210533902
1,-0.8699999999999999,-2.0000000000000004,3,0.027693194335332107
1,-0.7707999999999996,-2.6,0,0.19991777586077691
1,-0.7707999999999996,-2.6,3,0.43486749170403877
1,-0.7707999999999996,-1.3,0,1.5118817906220101
1,-0.7707999999999996,-1.3,3,0.2821889554754466
1,-0.7707999999999995,-0.6,0,1.0182473511427774
1,-0.7707999999999995,-0.6,3,0.043683477802308704
1,-0.7700000000000002,-2.7,0,1.2276842839364601
1,-0.7700000000000002,-2.7,3,0.021345977912014164
1,-0.7699999999999999,-1.6,0,0.24345329990828635
1,-0.7699999999999999,-1.6,3,0.026927568114703343
1,-0.6699999999999999,-2.2000000000000006,0,0.2782498089626987
1,-0.6699999999999999,-2.2000000000000006,3,0.0522754602719431
1,-0.5707999999999996,-0.7,0,0.15254278285434583
1,-0.5707999999999996,-0.7,3,0.06111202108073087
1,-0.5707999999999995,-1.2,0,0.5351296608519042
1,-0.5707999999999995,-1.2,3,0.14963266723811705
1,-0.5707999999999995,-0.4,0,0.5204949179515996
1,-0.5707999999999995,-0.4,3,0.21505849703966806
1,-0.47,-2.2000000000000006,0,0.15948950069533194
1,-0.47,-2.2000000000000006,3,0.05206105500649957
1,-0.47,-2.0000000000000004,0,0.24979119501141334
1,-0.47,-2.0000000000000004,3,0.018951998685094344
1,-0.3700000000000003,-2.7,0,0.7468115325021437
1,-0.3700000000000003,-2.7,3,0.02166525960023562
1,-0.37,-2.2000000000000006,0,0.15400536875970933
1,-0.37,-2.2000000000000006,3,0.05443520749236883
1,-0.2700000000000003,-2.7,0,0.6717703218261739
1,-0.2700000000000003,-2.7,3,0.02050074817358793
1,-0.2699999999999999,-1.8000000000000005,0,0.008203229262600668
1,-0.2699999999999999,-1.8000000000000005,3,0.03325241491263609
1,-0.1699999999999999,-1.6,0,0.09893200666507296
1,-0.1699999999999999,-1.6,3,0.025916937744252615
1,-0.0707999999999995,-1.4,0,0.9294824708788891
1,-0.0707999999999995,-1.4,3,0.03772420007996895
1,-0.0699999999999999,-2.2000000000000006,0,0.18849025238391412
1,-0.0699999999999999,-2.2000000000000006,3,0.05675953737442789
1,0.0292000000000003,-0.8999999999999999,0,0.4131649606286814
1,0.0292000000000003,-0.8999999999999999,3,0.06289902226983464
1,0.0292000000000003,-0.7,0,0.31565636788323664
1,0.0292000000000003,-0.7,3,0.08153435040646641
1,0.0292000000000003,-0.5,0,0.3988503866362184
1,0.0292000000000003,-0.5,3,0.14279335864523757
1,0.03,-1.9000000000000004,0,0.012055164930460778
1,0.03,-1.9000000000000004,3,0.06897667330344046
1,0.03,-1.6,0,0.14043641102284377
1,0.03,-1.6,3,0.035384894493684184
1,0.1292000000000003,-2.6,0,0.28889743736016665
1,0.1292000000000003,-2.6,3,0.005046160542522196
1,0.1292000000000004,-1.0,0,0.4964320511154263
1,0.1292000000000004,-1.0,3,0.11462580720831538
1,0.1292000000000004,-0.7999999999999999,0,0.19457946729586578
1,0.1292000000000004,-0.7999999999999999,3,0.09838209305875802
1,0.1292000000000004,-0.6,0,0.43357118029529057
1,0.1292000000000004,-0.6,3,0.10535493276026923
1,0.1292000000000004,-0.4,0,0.15667419950646636
1,0.1292000000000004,-0.4,3,0.1841606618023546
1,0.13,-2.2000000000000006,0,0.26654056542760096
1,0.13,-2.2000000000000006,3,0.05885150263337172
1,0.13,-2.1000000000000005,0,0.3277049605321338
1,0.13,-2.1000000000000005,3,0.028497584714079476
1,0.2292000000000003,-1.5000000000000002,0,0.6915728278410744
1,0.2292000000000003,-1.5000000000000002,3,0.03064201256848601
1,0.2292000000000005,-2.5,0,0.02386421530499388
1,0.2292000000000005,-2.5,3,0.018218829243575065
1,0.3292000000000003,-0.8999999999999999,0,0.8652780893156798
1,0.3292000000000003,-0.8999999999999999,3,0.060087515286263084
1,0.3292000000000005,-0.7999999999999999,0,0.3470754582893888
1,0.3292000000000005,-0.7999999999999999,3,0.07210727004160018
1,0.33,-2.2000000000000006,0,0.4278843162269144
1,0.33,-2.2000000000000006,3,0.08808617782533676
1,0.33,-1.7000000000000002,0,0.4082728629677127
1,0.33,-1.7000000000000002,3,0.026472444004335596
1,0.4292000000000004,-1.4,0,0.7721958302269984
1,0.4292000000000004,-1.4,3,0.04948312080048965
1,0.4292000000000004,-1.2,0,0.2263321498968198
1,0.4292000000000004,-1.2,3,0.04885589499558658
1,0.5292000000000004,-1.2,0,0.3253924889860053
1,0.5292000000000004,-1.2,3,0.04085117459959739
1,0.5299999999999996,-2.8000000000000003,0,0.21447527787785808
1,0.5299999999999996,-2.8000000000000003,3,0.036222205644910764
1,0.63,-1.7000000000000002,0,0.7533192144646896
1,0.63,-1.7000000000000002,3,0.02616643823806212
1,0.7292000000000004,-0.7999999999999999,0,0.5375652283815079
1,0.7292000000000004,-0.7999999999999999,3,0.08430584629035896
1,0.7292000000000004,-0.4,0,0.4321250327536049
1,0.7292000000000004,-0.4,3,0.11356773982061495
1,0.7299999999999996,-2.7,0,0.9021379590237133
1,0.7299999999999996,-2.7,3,0.02248220841757149
1,0.8292000000000003,-1.3,0,1.3623793610012511
1,0.8292000000000003,-1.3,3,0.03839073676912889
1,0.8299999999999995,-2.8000000000000003,0,0.14437635901951762
1,0.8299999999999995,-2.8000000000000003,3,0.04677895478108125
1,0.8299999999999996,-2.7,0,1.020478678476743
1,0.8299999999999996,-2.7,3,0.022289399858979306
1,0.9292000000000002,-1.5000000000000002,0,1.4049175838406869
1,0.9292000000000002,-1.5000000000000002,3,0.032001252476370604
1,0.9296,-1.7,0,0.1221406021165949
1,0.9296,-1.7,3,0.05719218352341124
1,0.9299999999999996,-2.7,0,1.1591740245992672
1,0.9299999999999996,-2.7,3,0.02139392783438983
1,1.0292000000000003,-1.3,0,1.6146528490779817
1,1.0292000000000003,-1.3,3,0.03449199774856158
1,1.1292000000000004,-1.6000000000000003,0,0.07919035193663022
1,1.1292000000000004,-1.6000000000000003,3,0.1097742464660697
1,1.1292000000000004,-1.4,0,1.3491388923218621
1,1.1292000000000004,-1.4,3,0.04011372208160742
1,1.1296,-1.8,0,0.07804433933088477
1,1.1296,-1.8,3,0.038673335535694436
1,1.1299999999999997,-2.7,0,1.4942658668451765
1,1.1299999999999997,-2.7,3,0.022602057394315696
1,1.2296,-1.7,0,0.06540672244641368
1,1.2296,-1.7,3,0.06244682213385979
1,1.3292000000000006,-1.0,0,0.3692384858146419
1,1.3292000000000006,-1.0,3,0.039712547866774806
1,1.3296,-2.2,0,0.06441963118881061
1,1.3296,-2.2,3,0.013690059512010168
1,1.4292000000000007,-1.6000000000000003,0,0.10968287851795526
1,1.4292000000000007,-1.6000000000000003,3,0.28202555936201296
1,1.4292000000000007,-0.6,0,2.0946421922445992
1,1.4292000000000007,-0.6,3,0.12431337100633065
1,1.4296,-1.8,0,0.05595622913574959
1,1.4296,-1.8,3,0.03004889625300416
1,1.4296,-1.7,0,0.09322886264581484
1,1.4296,-1.7,3,0.05251146729758123
1,1.43,-2.8000000000000003,0,0.4233893801935662
1,1.43,-2.8000000000000003,3,0.051733182278041856
1,1.5292000000000008,-1.4,0,1.7389283177901431
1,1.5292000000000008,-1.4,3,0.056098646466396
1,1.5292000000000008,-1.3,0,1.9138802573924325
1,1.5292000000000008,-1.3,3,0.042252114100404
1,1.5292000000000008,-1.0,0,0.3556210388058757
1,1.5292000000000008,-1.0,3,0.05562484703935294
1,1.5295999999999998,-1.8,0,0.07014227790645072
1,1.5295999999999998,-1.8,3,0.037879362635637105
2,-1.5700000000000005,-1.6,0,2.095839847393936
2,-1.5700000000000005,-1.6,3,0.04083739038181509
2,-1.4708,-0.4,0,2.26734148546512
2,-1.4708,-0.4,3,0.03945478298779599
2,-1.4700000000000002,-2.1000000000000005,0,1.1344230526267225
2,-1.4700000000000002,-2.1000000000000005,3,0.05043980105557185
2,-1.3707999999999998,-0.8999999999999999,0,1.5039432216728925
2,-1.3707999999999998,-0.8999999999999999,3,0.04149357428318756
2,-1.3707999999999998,-0.7,0,1.8149387018138499
2,-1.3707999999999998,-0.7,3,0.08682393340987121
2,-1.3707999999999998,-0.6,0,0.5718326598049518
2,-1.3707999999999998,-0.6,3,0.06716622787586456
2,-1.37,-2.2000000000000006,0,0.6951802333096403
2,-1.37,-2.2000000000000006,3,0.20605531131597812
2,-1.37,-2.0000000000000004,0,0.35201614922433166
2,-1.37,-2.0000000000000004,3,0.08777698319129751
2,-1.37,-1.6,0,1.2780174572376934
2,-1.37,-1.6,3,0.047485126082355326
2,-1.2707999999999997,-2.6,0,1.9842459248721782
2,-1.2707999999999997,-2.6,3,0.34665980094620297
2,-1.2707999999999997,-2.5,0,1.596052990693225
2,-1.2707999999999997,-2.5,3,0.2745568935302794
2,-1.2707999999999997,-1.0,0,1.470976734692001
2,-1.2707999999999997,-1.0,3,0.8384556756294376
2,-1.2700000000000005,-2.8000000000000003,0,1.013271850960914
2,-1.2700000000000005,-2.8000000000000003,3,0.027424868807563802
2,-1.1707999999999996,-1.5000000000000002,0,0.5901081395230966
2,-1.1707999999999996,-1.5000000000000002,3,0.171428581473366
2,-1.1707999999999996,-0.5,0,1.1224698509577307
2,-1.1707999999999996,-0.5,3,0.15276812766600067
2,-1.17,-2.2000000000000006,0,0.8378403267168351
2,-1.17,-2.2000000000000006,3,0.12144084660866618
2,-1.0707999999999995,-1.1,0,0.8062447805370421
2,-1.0707999999999995,-1.1,3,0.1342759424468942
2,-1.0707999999999995,-0.8999999999999999,0,1.1460422579338623
2,-1.0707999999999995,-0.8999999999999999,3,0.07440979460734314
2,-1.0707999999999995,-0.4,0,1.1501102941065837
2,-1.0707999999999995,-0.4,3,0.11329577353430301
2,-1.0699999999999998,-2.0000000000000004,0,0.3247947541773138
2,-1.0699999999999998,-2.0000000000000004,3,0.04276112102302206
2,-0.9707999999999994,-2.5,0,1.4934305329188797
2,-0.9707999999999994,-2.5,3,0.009668123551804863
2,-0.8707999999999996,-2.4,0,0.8905781690071376
2,-0.8707999999999996,-2.4,3,0.012739782032446762
2,-0.8707999999999996,-2.3000000000000003,0,0.25007628291599765
2,-0.8707999999999996,-2.3000000000000003,3,0.01861231311514075
2,-0.7707999999999996,-0.5,0,0.7859917523294926
2,-0.7707999999999996,-0.5,3,0.04995707868932094
2,-0.6707999999999996,-2.3000000000000003,0,0.16761989300415203
2,-0.6707999999999996,-2.3000000000000003,3,0.19193779926718724
2,-0.6707999999999996,-1.5000000000000002,0,0.263858429861951
2,-0.6707999999999996,-1.5000000000000002,3,0.10741813307555588
2,-0.6707999999999995,-1.4,0,0.9425344834737602
2,-0.6707999999999995,-1.4,3,0.02734741358273441
2,-0.6699999999999999,-1.9000000000000004,0,0.008880025584620196
2,-0.6699999999999999,-1.9000000000000004,3,0.07350181821883515
2,-0.5707999999999995,-1.4,0,0.8478171375461698
2,-0.5707999999999995,-1.4,3,0.027858245472903966
2,-0.4707999999999996,-2.6,0,1.1760916949701694
2,-0.4707999999999996,-2.6,3,0.009601053517235584
2,-0.2707999999999995,-2.5,0,0.6228392215831781
2,-0.2707999999999995,-2.5,3,0.8665819608201576
2,-0.2707999999999995,-0.7999999999999999,0,0.4654097415810852
2,-0.2707999999999995,-0.7999999999999999,3,0.6426308449041553
2,-0.2707999999999995,-0.4,0,0.5590385015999926
2,-0.2707999999999995,-0.4,3,0.5318867433140891
2,-0.1707999999999997,-1.5000000000000002,0,0.3112848081226388
2,-0.1707999999999997,-1.5000000000000002,3,0.02886155419615552
2,-0.1700000000000004,-2.8000000000000003,0,0.19834425045158877
2,-0.1700000000000004,-2.8000000000000003,3,0.022253472035016115
2,-0.17,-1.7000000000000002,0,0.006152492822306171
2,-0.17,-1.7000000000000002,3,0.025467019730169644
2,-0.0707999999999997,-0.5,0,0.5182136603174233
2,-0.0707999999999997,-0.5,3,0.050866489428380464
2,0.0292000000000004,-2.5,0,0.6661136431652416
2,0.0292000000000004,-2.5,3,0.5547371781346344
2,0.0292000000000004,-0.4,0,0.6293164210382398
2,0.0292000000000004,-0.4,3,0.6197790193608024
2,0.03,-2.0000000000000004,0,0.752760140232347
2,0.03,-2.0000000000000004,3,0.04178284619825669
2,0.1292000000000003,-1.1,0,0.36928489043416923
2,0.1292000000000003,-1.1,3,0.04278481375400082
2,0.1292000000000003,-0.7,0,0.6178364934751586
2,0.1292000000000003,-0.7,3,0.17380776955536142
2,0.1299999999999995,-2.8000000000000003,0,0.3253436054999801
2,0.1299999999999995,-2.8000000000000003,3,0.025534044662821255
2,0.2292000000000003,-1.3,0,0.16351958720853482
2,0.2292000000000003,-1.3,3,0.037214840959328074
2,0.23,-1.6,0,0.9488103060182157
2,0.23,-1.6,3,0.04690668108500253
2,0.3292000000000003,-2.6,0,0.7867909349404896
2,0.3292000000000003,-2.6,3,0.010201109837554711
2,0.3292000000000005,-0.6,0,0.8072050986825341
2,0.3292000000000005,-0.6,3,0.06809482363537976
2,0.3299999999999995,-2.8000000000000003,0,0.4761880336118921
2,0.3299999999999995,-2.8000000000000003,3,0.024613802935341017
2,0.33,-2.1000000000000005,0,0.6667840906522512
2,0.33,-2.1000000000000005,3,0.06677519299933793
2,0.33,-1.8000000000000005,0,0.017006349781982746
2,0.33,-1.8000000000000005,3,0.011648801531820605
2,0.4292000000000003,-2.3000000000000003,0,0.49269260919841046
2,0.4292000000000003,-2.3000000000000003,3,0.6280629402401068
2,0.4292000000000003,-1.5000000000000002,0,0.6212517954406723
2,0.4292000000000003,-1.5000000000000002,3,0.23520613411545457
2,0.4292000000000003,-0.5,0,0.6302952506663788
2,0.4292000000000003,-0.5,3,0.5553114254949074
2,0.4292000000000004,-1.0,0,0.7266599347346534
2,0.4292000000000004,-1.0,3,0.0836675820057428
2,0.4292000000000004,-0.4,0,0.8458498972913111
2,0.4292000000000004,-0.4,3,0.08004315355051844
2,0.5292000000000003,-0.8999999999999999,0,1.3637682762430927
2,0.5292000000000003,-0.8999999999999999,3,0.029683613894640498
2,0.53,-2.2000000000000006,0,1.2717154239045243
2,0.53,-2.2000000000000006,3,0.18074365909071402
2,0.53,-1.6,0,1.1060683951271628
2,0.53,-1.6,3,0.053557767758805275
2,0.7292000000000003,-1.3,0,0.09815085964377433
2,0.7292000000000003,-1.3,3,0.04304485973603066
2,0.73,-1.6,0,1.5995651266358153
2,0.73,-1.6,3,0.05395041443177814
2,0.8292000000000003,-1.1,0,1.0185132851866718
2,0.8292000000000003,-1.1,3,0.04847366015367317
2,0.9292000000000002,-2.6,0,0.902334680128405
2,0.9292000000000002,-2.6,3,0.5284082891823227
2,0.9292000000000002,-1.3,0,0.13853095270930546
2,0.9292000000000002,-1.3,3,0.36050284566365726
2,0.9292000000000002,-0.7,0,0.9140254774214069
2,0.9292000000000002,-0.7,3,0.7071881451271661
2,0.9292000000000004,-1.6000000000000003,0,0.058612441837774754
2,0.9292000000000004,-1.6000000000000003,3,0.04274549004178527
2,1.0292000000000003,-2.4,0,0.6956862251709228
2,1.0292000000000003,-2.4,3,1.545226480720225
2,1.0292000000000003,-1.0,0,0.8627828955544781
2,1.0292000000000003,-1.0,3,0.3997639726287109
2,1.0292000000000003,-0.5,0,1.180276996482623
2,1.0292000000000003,-0.5,3,0.49437411953231375
2,1.0292000000000003,-0.3,0,0.055080323177862274
2,1.0292000000000003,-0.3,3,1.0739435576390706
2,1.0295999999999998,-2.0,0,0.07201444744110236
2,1.0295999999999998,-2.0,3,0.01899889560199221
2,1.0295999999999998,-1.9,0,0.03476907646480061
2,1.0295999999999998,-1.9,3,0.027039526780114793
2,1.1292000000000004,-2.5,0,1.6951029722898747
2,1.1292000000000004,-2.5,3,0.35532919747516517
2,1.1292000000000004,-0.7,0,1.2912760619483876
2,1.1292000000000004,-0.7,3,0.6418970553591488
2,1.1296,-1.7,0,0.044099807856703595
2,1.1296,-1.7,3,0.06821347291186526
2,1.2292000000000003,-0.8999999999999999,0,2.133308326303332
2,1.2292000000000003,-0.8999999999999999,3,0.030715124946047685
2,1.2292000000000003,-0.7999999999999999,0,0.5538089645846137
2,1.2292000000000003,-0.7999999999999999,3,0.046334999545110285
2,1.3296,-2.0,0,0.0941724923347266
2,1.3296,-2.0,3,0.018659208685457843
2,1.3299999999999998,-2.7,0,0.07830569836127584
2,1.3299999999999998,-2.7,3,0.006125229718199045
2,1.4292000000000007,-2.5,0,2.052661477924384
2,1.4292000000000007,-2.5,3,0.6037106194878495
2,1.4292000000000007,-1.4,0,1.4397173501318987
2,1.4292000000000007,-1.4,3,0.3539969731979247
2,1.4292000000000007,-0.4,0,2.165049200465467
2,1.4292000000000007,-0.4,3,0.6152449010315062
