Modelname,Rotated,True,Predicted
Linear,1,0.9937714285714284,-1.0733606533126279
Linear,0,0.9937714285714284,0.3544509111460155
Linear,1,0.9937714285714284,-1.2207611841243273
Linear,0,0.9937714285714284,0.13900708123973543
Linear,1,0.9937714285714284,-1.282188036266174
Linear,0,0.9937714285714284,0.431047512790214
Linear,1,0.9937714285714284,-1.0591983280223323
Linear,0,0.9937714285714284,0.4619528261967397
Linear,1,0.9937714285714284,-1.1797650863087334
Linear,0,0.9937714285714284,0.27617186850817027
Linear,1,0.9937714285714284,-1.0240341876789685
Linear,0,0.9937714285714284,0.08273242045863023
Linear,1,0.9937714285714284,-1.2153506395140523
Linear,0,0.9937714285714284,0.5136342637430444
Linear,1,0.9937714285714284,-1.3895224736755898
Linear,0,0.9937714285714284,-0.11961000962967376
Linear,1,0.9937714285714284,-0.5948260299469392
Linear,0,0.9937714285714284,0.6657918018367001
Linear,1,0.9937714285714284,-1.042276403059791
Linear,0,0.9937714285714284,0.1938361871452975
Linear,1,0.9937714285714284,-0.7575081332347394
Linear,0,0.9937714285714284,-0.06597850186951408
Linear,1,0.9937714285714284,-1.042400203154744
Linear,0,0.9937714285714284,0.3751277985529651
Linear,1,0.9937714285714284,-1.2563130690087703
Linear,0,0.9937714285714284,0.29357723647534184
Linear,1,0.9937714285714284,-0.8273107740455156
Linear,0,0.9937714285714284,0.6829455017313713
Linear,1,0.9937714285714284,-1.3166329889124262
Linear,0,0.9937714285714284,0.4017977981101601
Linear,1,0.9937714285714284,-1.1668017431277542
Linear,0,0.9937714285714284,0.19233222921153004
Linear,1,0.9937714285714284,-1.051695990797251
Linear,0,0.9937714285714284,0.19696479567784586
Linear,1,0.9937714285714284,-0.8506205702859142
Linear,0,0.9937714285714284,0.5160945109160693
Linear,1,0.9937714285714284,-1.3218165174946717
Linear,0,0.9937714285714284,0.24385753426001705
Linear,1,0.9937714285714284,-1.0879836078119227
Linear,0,0.9937714285714284,0.5236019032384082
Linear,1,0.9937714285714284,-1.2435651045781464
Linear,0,1.057885714285714,0.3214834294240634
Linear,1,1.057885714285714,-1.2133450741764056
Linear,0,1.057885714285714,0.607718844785617
Linear,1,1.057885714285714,-1.1899658482091198
Linear,0,1.057885714285714,0.45359910550298876
Linear,1,1.057885714285714,-0.86797034971677
Linear,0,1.057885714285714,0.10076973970873844
Linear,1,1.057885714285714,-0.5672737415109185
Linear,0,1.057885714285714,0.5096096549623632
Linear,1,1.057885714285714,-0.9710609822337893
Linear,0,1.057885714285714,0.5020737894152333
Linear,1,1.057885714285714,-0.9110884924469876
Linear,0,1.057885714285714,0.38858364818387386
Linear,1,1.057885714285714,-0.8545760201530381
Linear,0,1.057885714285714,0.741277688500551
Linear,1,1.057885714285714,-1.0805957088255103
Linear,0,1.057885714285714,0.17899424002210207
Linear,1,1.057885714285714,-0.9235261224153298
Linear,0,1.057885714285714,0.991132133781018
Linear,1,1.057885714285714,-0.9745371949630356
Linear,0,1.057885714285714,0.5228517209605682
Linear,1,1.057885714285714,-1.182912239991116
Linear,0,1.057885714285714,0.6080756967921862
Linear,1,1.057885714285714,-1.1916879054280234
Linear,0,1.057885714285714,0.3771018662884883
Linear,1,1.057885714285714,-1.41385448665948
Linear,0,1.057885714285714,0.5736076276432391
Linear,1,1.057885714285714,-1.1779589604709482
Linear,0,1.057885714285714,0.5678671252714563
Linear,1,1.057885714285714,-1.3361526055965123
Linear,0,1.057885714285714,0.40970091263935193
Linear,1,1.057885714285714,-1.2060223091718438
Linear,0,1.057885714285714,0.5848506598348641
Linear,1,1.057885714285714,-0.9359329531113885
Linear,0,1.057885714285714,0.3141496092533649
Linear,1,1.057885714285714,-1.2827463175825984
Linear,0,1.057885714285714,0.6555115573140751
Linear,1,1.057885714285714,-1.2390442920956126
Linear,0,1.057885714285714,-0.062099367335881436
Linear,1,1.057885714285714,-1.5735319645855814
Linear,0,1.057885714285714,0.6843317047210639
Linear,1,1.057885714285714,-0.9585212305015669
Linear,0,1.057885714285714,0.3661197607581878
Linear,1,1.057885714285714,-1.017030469144558
Linear,0,1.057885714285714,0.7218495210136566
Linear,1,1.057885714285714,-1.311217720318447
Linear,0,1.057885714285714,0.9692801092646764
Linear,1,1.057885714285714,-0.8097160614336364
Linear,0,1.057885714285714,0.7074308231987083
Linear,1,1.057885714285714,-1.083654869133499
Linear,0,1.057885714285714,0.6492738065238712
Linear,1,1.057885714285714,-0.49050451139646994
Linear,0,1.057885714285714,1.00922742165957
Linear,1,1.057885714285714,-0.8597847620192324
Linear,0,1.057885714285714,0.8367340238546637
Linear,1,1.057885714285714,-1.084361017782731
Linear,0,1.057885714285714,0.558958134877632
Linear,1,1.057885714285714,-1.2225880656355568
Linear,0,1.057885714285714,0.6092194040216043
Linear,1,1.057885714285714,-1.3271048408821298
Linear,0,1.057885714285714,0.8007691133530423
Linear,1,1.057885714285714,-1.0183638982900256
Linear,0,1.057885714285714,0.6176573936775878
Linear,1,1.057885714285714,-0.9683421041201837
Linear,0,1.057885714285714,0.41707872490017267
Linear,1,1.057885714285714,-1.1115010493226336
Linear,0,1.057885714285714,0.8201050365086084
Linear,1,1.057885714285714,-0.70807340686941
Linear,0,1.057885714285714,0.7661461358748409
Linear,1,1.057885714285714,-0.9533095509163716
Linear,0,1.057885714285714,0.45535543629338704
Linear,1,1.057885714285714,-1.0737747080610034
Linear,0,1.057885714285714,0.7347383351942799
Linear,1,1.057885714285714,-0.7463593895016357
Linear,0,1.057885714285714,0.9873423918722964
Linear,1,1.057885714285714,-0.8740280167756979
Linear,0,1.057885714285714,0.5220269365711067
Linear,1,1.057885714285714,-1.1565111015762666
Linear,0,1.122,0.39065947597948414
Linear,1,1.122,-0.9801604848567719
Linear,0,1.122,0.5432516336059254
Linear,1,1.122,-0.45099538161140124
Linear,0,1.122,0.6104822672258695
Linear,1,1.122,-0.5863343546656614
Linear,0,1.122,0.4184682981926626
Linear,1,1.122,-0.8824478020297609
Linear,0,1.122,0.2346110653149111
Linear,1,1.122,-1.182161021764476
Linear,0,1.122,0.7407466127629206
Linear,1,1.122,-0.07458461304729072
Linear,0,1.122,0.6436902387064866
Linear,1,1.122,-0.8429013245552874
Linear,0,1.122,0.4625567093368308
Linear,1,1.122,-0.8759779825437655
Linear,0,1.122,0.38263800091660966
Linear,1,1.122,-1.1024401051485173
Linear,0,1.122,0.3040535785847749
Linear,1,1.122,-0.8305485190604613
Linear,0,1.122,0.8090564925035937
Linear,1,1.122,-0.870065903202293
Linear,0,1.122,0.44435305124868635
Linear,1,1.122,-0.9380191202578234
Linear,0,1.122,0.5717859357869068
Linear,1,1.122,-0.7944420911374429
Linear,0,1.122,0.8287816127956856
Linear,1,1.122,-1.126707467461083
Linear,0,1.122,0.3998137886224651
Linear,1,1.122,-1.1577823819846278
Linear,0,1.122,0.48700909500949796
Linear,1,1.122,-1.3022177236483707
Linear,0,1.122,0.16544736839498547
Linear,1,1.122,-0.9497299090335336
Linear,0,1.122,0.3465756535440184
Linear,1,1.122,-1.2781612317314484
Linear,0,1.122,0.42445289719650137
Linear,1,1.122,-0.4425315860744549
Linear,0,1.122,0.6456617259941579
Linear,1,1.122,-1.167054758195105
Linear,0,1.122,0.5728550521358693
Linear,1,1.122,-0.899973013834536
Linear,0,1.122,0.500287738743416
Linear,1,1.122,-0.8311820337417587
Linear,0,1.122,0.4965006125275083
Linear,1,1.122,-0.8290319352717165
Linear,0,1.122,0.6433913213037236
Linear,1,1.122,-1.0992610536142318
Linear,0,1.122,0.6325892554595773
Linear,1,1.122,-1.1688978126287168
Linear,0,1.122,0.4566358691624177
Linear,1,1.122,-1.037862986039079
Linear,0,1.122,0.7142411546699544
Linear,1,1.122,-1.3701369534097918
Linear,0,1.122,0.0489465032738875
Linear,1,1.122,-0.8652880877335127
Linear,0,1.122,0.591154706587459
Linear,1,1.122,-0.8088336140288204
Linear,0,1.122,0.27729313297738145
Linear,1,1.122,-1.0149859105919496
Linear,0,1.122,0.9562629576327429
Linear,1,1.122,-0.6914627633473217
Linear,0,1.122,0.49577865930514253
Linear,1,1.122,-0.5118223611547499
Linear,0,1.122,0.41065928765026105
Linear,1,1.122,-0.8630007756443853
Linear,0,1.122,0.6565465659471261
Linear,1,1.122,-0.8115322933178485
Linear,0,1.122,0.6618846754086146
Linear,1,1.122,-1.2467329630894621
Linear,0,1.122,0.4619966346509512
Linear,1,1.122,-1.1781773108710276
Linear,0,1.122,0.08720115095352511
Linear,1,1.122,-1.028203401697096
Linear,0,1.122,0.3670840249107079
Linear,1,1.122,-1.281092909313851
Linear,0,1.122,0.44941031519431407
Linear,1,1.122,-1.1608013513076836
Linear,0,1.1861142857142857,0.4728821457741196
Linear,1,1.1861142857142857,-0.9648933363572036
Linear,0,1.1861142857142857,0.4162010262030163
Linear,1,1.1861142857142857,-0.6788302033805029
Linear,0,1.1861142857142857,0.34315447438793006
Linear,1,1.1861142857142857,-0.5439931892672439
Linear,0,1.1861142857142857,0.16094637849840893
Linear,1,1.1861142857142857,-0.9843527205288823
Linear,0,1.1861142857142857,0.4749346989027947
Linear,1,1.1861142857142857,-0.4294575593831933
Linear,0,1.1861142857142857,0.4660525003012549
Linear,1,1.1861142857142857,-0.9608891669610292
Linear,0,1.1861142857142857,0.7407182900947824
Linear,1,1.1861142857142857,-0.5917402874349809
Linear,0,1.1861142857142857,-0.09308983695423373
Linear,1,1.1861142857142857,-1.186913199493162
Linear,0,1.1861142857142857,0.5195874930986091
Linear,1,1.1861142857142857,-0.6630750840739239
Linear,0,1.1861142857142857,0.9038499434144269
Linear,1,1.1861142857142857,-1.2572404877085614
Linear,0,1.1861142857142857,0.5267990367050271
Linear,1,1.1861142857142857,-0.9446030533712608
Linear,0,1.1861142857142857,0.19253027560869618
Linear,1,1.1861142857142857,-0.7011089673211647
Linear,0,1.1861142857142857,0.11880179877511428
Linear,1,1.1861142857142857,-1.2168635529316345
Linear,0,1.1861142857142857,0.7681370700944814
Linear,1,1.1861142857142857,-1.1421693716906791
Linear,0,1.1861142857142857,0.3239701975956734
Linear,1,1.1861142857142857,-0.6865706567172606
Linear,0,1.1861142857142857,0.32208972260733953
Linear,1,1.1861142857142857,-0.5423320591530376
Linear,0,1.1861142857142857,0.15044648988231069
Linear,1,1.1861142857142857,-0.624307564471809
Linear,0,1.1861142857142857,0.3788193403454744
Linear,1,1.1861142857142857,-0.9630026786586007
Linear,0,1.1861142857142857,0.43599544708615595
Linear,1,1.1861142857142857,-0.348397433596027
Linear,0,1.1861142857142857,0.06387164093870795
Linear,1,1.1861142857142857,-0.5336588591948426
Linear,0,1.1861142857142857,0.3248911444808256
Linear,1,1.1861142857142857,-0.8100061844218223
Linear,0,1.1861142857142857,0.7308433683703819
Linear,1,1.1861142857142857,-0.5412530765971828
Linear,0,1.1861142857142857,0.5717465548106734
Linear,1,1.1861142857142857,-1.1367648835686943
Linear,0,1.1861142857142857,0.7547835714206125
Linear,1,1.1861142857142857,-0.750533048674139
Linear,0,1.1861142857142857,0.5113748194269179
Linear,1,1.1861142857142857,-0.8075487602829203
Linear,0,1.1861142857142857,0.5826899945635031
Linear,1,1.1861142857142857,-0.9291049715371991
Linear,0,1.1861142857142857,0.20791286139482668
Linear,1,1.1861142857142857,-0.38132382806017046
Linear,0,1.1861142857142857,0.6126356259578619
Linear,1,1.1861142857142857,-0.5852615677136128
Linear,0,1.1861142857142857,0.40982194991779025
Linear,1,1.1861142857142857,-0.6515481000361816
Linear,0,1.1861142857142857,0.40028889648970883
Linear,1,1.1861142857142857,-0.6422247548244749
Linear,0,1.1861142857142857,0.6529712275486541
Linear,1,1.1861142857142857,-0.619277167398084
Linear,0,1.1861142857142857,0.2950870107311757
Linear,1,1.1861142857142857,-0.7334564793748727
Linear,0,1.1861142857142857,0.3700639164073704
Linear,1,1.1861142857142857,-0.6681721507002013
Linear,0,1.1861142857142857,0.3482938374166116
Linear,1,1.1861142857142857,-0.7236050796141225
Linear,0,1.1861142857142857,0.4346861845266836
Linear,1,1.1861142857142857,-1.3613640961687385
Linear,0,1.1861142857142857,0.061033736021251644
Linear,1,1.1861142857142857,-0.9893958126628145
Linear,0,1.1861142857142857,0.5282097296772322
Linear,1,1.1861142857142857,-0.2693577832133162
Linear,0,1.1861142857142857,0.40473126580260704
Linear,1,1.1861142857142857,-0.531555903584878
Linear,0,1.1861142857142857,0.6540986833854238
Linear,1,1.1861142857142857,-0.21039840359717665
Linear,0,1.2502285714285717,0.3532508829803906
Linear,1,1.2502285714285717,-0.628169736357261
Linear,0,1.2502285714285717,0.35653959368968313
Linear,1,1.2502285714285717,-0.9844063993269224
Linear,0,1.2502285714285717,0.2901972008396415
Linear,1,1.2502285714285717,-1.0172579953310392
Linear,0,1.2502285714285717,0.22201473357870322
Linear,1,1.2502285714285717,-0.9433007021646169
Linear,0,1.2502285714285717,0.4417417663226196
Linear,1,1.2502285714285717,-0.3222244434245104
Linear,0,1.2502285714285717,0.3285110113089485
Linear,1,1.2502285714285717,-0.8141551944592302
Linear,0,1.2502285714285717,0.15703504126091505
Linear,1,1.2502285714285717,-0.8349617524384083
Linear,0,1.2502285714285717,0.5619663086721733
Linear,1,1.2502285714285717,-0.9133208526597443
Linear,0,1.2502285714285717,0.2533594714844647
Linear,1,1.2502285714285717,-0.9012439348946102
Linear,0,1.2502285714285717,0.46958570436483593
Linear,1,1.2502285714285717,-1.1293669665953086
Linear,0,1.2502285714285717,0.2853594716076454
Linear,1,1.2502285714285717,-1.1273663885206273
Linear,0,1.2502285714285717,0.45799651598662516
Linear,1,1.2502285714285717,-1.51557639390291
Linear,0,1.2502285714285717,0.29685350838546454
Linear,1,1.2502285714285717,-1.375071275969687
Linear,0,1.2502285714285717,0.29655950381573765
Linear,1,1.2502285714285717,-0.6451528729344984
Linear,0,1.2502285714285717,0.31757197295251427
Linear,1,1.2502285714285717,-1.1394297143081196
Linear,0,1.2502285714285717,0.029382133305390287
Linear,1,1.2502285714285717,-1.0758273984415458
Linear,0,1.2502285714285717,0.1849707782093427
Linear,1,1.2502285714285717,-0.851917300075414
Linear,0,1.2502285714285717,0.2319548599444185
Linear,1,1.2502285714285717,-0.8411621799280706
Linear,0,1.2502285714285717,0.5554733162383606
Linear,1,1.2502285714285717,-1.0729120135372316
Linear,0,1.2502285714285717,0.325480364384809
Linear,1,1.2502285714285717,-0.9767256325624287
Linear,0,1.2502285714285717,0.3240388751188027
Linear,1,1.2502285714285717,-0.6857309865941297
Linear,0,1.2502285714285717,0.7446391832635676
Linear,1,1.2502285714285717,-0.7152303978864047
Linear,0,1.2502285714285717,0.5440784566824121
Linear,1,1.2502285714285717,-1.33143984059183
Linear,0,1.2502285714285717,0.40927414549162255
Linear,1,1.2502285714285717,-0.4333243197914971
Linear,0,1.2502285714285717,1.089053153731861
Linear,1,1.2502285714285717,-1.3804545229144547
Linear,0,1.2502285714285717,0.25224293761488914
Linear,1,1.2502285714285717,-1.1954605561848133
Linear,0,1.2502285714285717,0.2995209538773561
Linear,1,1.2502285714285717,-0.6810543870034854
Linear,0,1.2502285714285717,0.39711575967214635
Linear,1,1.2502285714285717,-1.603366647698209
Linear,0,1.2502285714285717,0.13868143671518052
Linear,1,1.2502285714285717,-1.0893395026526576
Linear,0,1.2502285714285717,0.5502221144406845
Linear,1,1.2502285714285717,-1.0239136738854084
Linear,0,1.2502285714285717,0.6036933315730907
Linear,1,1.2502285714285717,-1.1040765186004993
Linear,0,1.2502285714285717,0.6246546813269842
Linear,1,1.2502285714285717,-1.1566442412865274
Linear,0,1.2502285714285717,0.30809008801070104
Linear,1,1.2502285714285717,-0.43444516160560326
Linear,0,1.2502285714285717,-0.02320227190993305
Linear,1,1.2502285714285717,-0.5785758133539423
Linear,0,1.2502285714285717,0.48607869984145935
Linear,1,1.2502285714285717,-1.5007062131633633
Linear,0,1.2502285714285717,0.06387659566368985
Linear,1,1.2502285714285717,-0.502523538353119
Linear,0,1.2502285714285717,0.3535763845183862
Linear,1,1.2502285714285717,-0.9461408936400578
Linear,0,1.2502285714285717,0.23526239795755355
Linear,1,1.2502285714285717,-0.9470771198548178
Linear,0,1.2502285714285717,0.2491473562659085
Linear,1,1.2502285714285717,-0.8256321075896639
Linear,0,1.3143428571428568,0.06786440259010511
Linear,1,1.3143428571428568,-0.7799206728410069
Linear,0,1.3143428571428568,0.27731298189031905
Linear,1,1.3143428571428568,-1.0847473255956948
Linear,0,1.3143428571428568,1.0219133945305379
Linear,1,1.3143428571428568,-0.569219103144992
Linear,0,1.3143428571428568,0.7609579940996185
Linear,1,1.3143428571428568,-0.7522103579305232
Linear,0,1.3143428571428568,0.4641132716494988
Linear,1,1.3143428571428568,-0.5239645916105033
Linear,0,1.3143428571428568,-0.0160482470447044
Linear,1,1.3143428571428568,-1.4171321660463174
Linear,0,1.3143428571428568,0.138725588124475
Linear,1,1.3143428571428568,-0.770090317090102
Linear,0,1.3143428571428568,0.6235152617208118
Linear,1,1.3143428571428568,-0.7704571496661092
Linear,0,1.3143428571428568,0.2746267340765637
Linear,1,1.3143428571428568,-1.0257557184007409
Linear,0,1.3143428571428568,0.47606695450331116
Linear,1,1.3143428571428568,-0.37569112893506246
Linear,0,1.3143428571428568,0.40012272863189885
Linear,1,1.3143428571428568,-1.1059335163913107
Linear,0,1.3143428571428568,0.5514974228123576
Linear,1,1.3143428571428568,-0.7841744199575824
Linear,0,1.3143428571428568,-0.002867139207360883
Linear,1,1.3143428571428568,-0.8307618303449561
Linear,0,1.3143428571428568,0.3962919064601251
Linear,1,1.3143428571428568,-0.7050036837563366
Linear,0,1.3143428571428568,0.5476157497084702
Linear,1,1.3143428571428568,-0.5847210525489146
Linear,0,1.3143428571428568,0.5166479535146749
Linear,1,1.3143428571428568,-0.9953833410538259
Linear,0,1.3143428571428568,0.221927244218809
Linear,1,1.3143428571428568,-1.1838955634610084
Linear,0,1.3143428571428568,0.7942895686836732
Linear,1,1.3143428571428568,-1.2011120265941306
Linear,0,1.3143428571428568,0.4427302471699576
Linear,1,1.3143428571428568,-1.3506506549318718
Linear,0,1.3143428571428568,0.3734332143599196
Linear,1,1.3143428571428568,-1.350586854456241
Linear,0,1.3143428571428568,0.06277800149344198
Linear,1,1.3143428571428568,-0.948947818756261
Linear,0,1.3143428571428568,0.4577204917586525
Linear,1,1.3143428571428568,-1.610392604226674
Linear,0,1.3143428571428568,0.6058299552451144
Linear,1,1.3143428571428568,-0.8274777246699325
Linear,0,1.3143428571428568,0.42689461587316263
Linear,1,1.3143428571428568,-1.0441526709596811
Linear,0,1.3143428571428568,0.10377958500672195
Linear,1,1.3143428571428568,-1.2642041534674695
Linear,0,1.3143428571428568,0.36301385384244067
Linear,1,1.3143428571428568,-1.2143506599979903
Linear,0,1.3143428571428568,0.6200596495055024
Linear,1,1.3143428571428568,-1.0910343751726044
Linear,0,1.3143428571428568,0.5243266478957276
Linear,1,1.3143428571428568,-1.4222856111143494
Linear,0,1.3143428571428568,0.2413989222801295
Linear,1,1.3143428571428568,-1.0397502720700569
Linear,0,1.3143428571428568,0.7205645362278131
Linear,1,1.3143428571428568,-0.732725660655054
Linear,0,1.3143428571428568,0.590356715105131
Linear,1,1.3143428571428568,-1.432481833038899
Linear,0,1.3143428571428568,-0.029563438875914592
Linear,1,1.3143428571428568,-1.0103989688093182
Linear,0,1.3143428571428568,0.3534330113203726
Linear,1,1.3143428571428568,-0.9292314924698873
Linear,0,1.3143428571428568,0.9335881039219739
Linear,1,1.3143428571428568,-0.6944218644582856
Linear,0,1.3143428571428568,0.6135721722716777
Linear,1,1.3143428571428568,-0.8530501444246861
Linear,0,1.3143428571428568,0.5010946386669114
Linear,1,1.3143428571428568,-0.8802317879459017
Linear,0,1.3143428571428568,0.7065960965624363
Linear,1,1.3143428571428568,-0.7293938000177961
Linear,0,1.3143428571428568,0.19937429134585855
Linear,1,1.3143428571428568,-0.8789245072330589
Linear,0,1.3143428571428568,0.15804548295164683
Linear,1,1.3143428571428568,-0.8637139670285485
Linear,0,1.3784571428571428,0.32672171106781284
Linear,1,1.3784571428571428,-1.5066573410496513
Linear,0,1.3784571428571428,0.2726004648474746
Linear,1,1.3784571428571428,-0.545404005968954
Linear,0,1.3784571428571428,0.013949130443260217
Linear,1,1.3784571428571428,-0.8727503002345733
Linear,0,1.3784571428571428,0.5918568728985526
Linear,1,1.3784571428571428,-0.9313640627573339
Linear,0,1.3784571428571428,0.33636891869224556
Linear,1,1.3784571428571428,-0.5288292655822819
Linear,0,1.3784571428571428,0.6488945185774647
Linear,1,1.3784571428571428,-0.15841158469510935
Linear,0,1.3784571428571428,0.35193907243944966
Linear,1,1.3784571428571428,-0.498046307015699
Linear,0,1.3784571428571428,0.2993634935417689
Linear,1,1.3784571428571428,-0.4949683479385195
Linear,0,1.3784571428571428,-0.1943832075080809
Linear,1,1.3784571428571428,-0.8274372653400918
Linear,0,1.3784571428571428,0.1295342574087111
Linear,1,1.3784571428571428,-0.3332531787787039
Linear,0,1.3784571428571428,0.6149960695122184
Linear,1,1.3784571428571428,-0.49984491489898863
Linear,0,1.3784571428571428,0.5575285176970779
Linear,1,1.3784571428571428,-0.6783374473127989
Linear,0,1.3784571428571428,0.7091209183591397
Linear,1,1.3784571428571428,-0.7311939758302896
Linear,0,1.3784571428571428,0.6126065487258169
Linear,1,1.3784571428571428,-0.30256056237773077
Linear,0,1.3784571428571428,0.532176042084719
Linear,1,1.3784571428571428,-1.4495120912149595
Linear,0,1.3784571428571428,0.6168207210117944
Linear,1,1.3784571428571428,-0.5110212316158893
Linear,0,1.3784571428571428,0.8600086258245397
Linear,1,1.3784571428571428,-0.6328985829774302
Linear,0,1.3784571428571428,0.9142740054018653
Linear,1,1.3784571428571428,-0.48396245101826857
Linear,0,1.3784571428571428,1.0172514671595818
Linear,1,1.3784571428571428,-0.8681116004143905
Linear,0,1.3784571428571428,0.2631862854800796
Linear,1,1.3784571428571428,-1.3080464091543504
Linear,0,1.3784571428571428,0.1443354197669598
Linear,1,1.3784571428571428,-0.8620151483638026
Linear,0,1.3784571428571428,0.23724410801293894
Linear,1,1.3784571428571428,-0.6623456813922063
Linear,0,1.3784571428571428,0.22083437354146362
Linear,1,1.3784571428571428,-0.644935928022102
Linear,0,1.3784571428571428,0.8249000715335629
Linear,1,1.3784571428571428,-0.9379371304955928
Linear,0,1.3784571428571428,0.6760740606924508
Linear,1,1.3784571428571428,-1.1711956021805956
Linear,0,1.3784571428571428,0.08822845061617944
Linear,1,1.3784571428571428,-0.9530550910284985
Linear,0,1.3784571428571428,0.42197345548449705
Linear,1,1.3784571428571428,-0.47971207431279606
Linear,0,1.3784571428571428,0.5053959061365468
Linear,1,1.3784571428571428,-0.7559739163687884
Linear,0,1.3784571428571428,0.21935600582731574
Linear,1,1.3784571428571428,-0.36991505705064237
Linear,0,1.3784571428571428,0.05804539535293443
Linear,1,1.3784571428571428,-0.8351007183992034
Linear,0,1.3784571428571428,0.2069647073315557
Linear,1,1.3784571428571428,-0.7915586346410874
Linear,0,1.3784571428571428,0.13086374281922053
Linear,1,1.3784571428571428,-0.6616931411424286
Linear,0,1.3784571428571428,0.6853901349891163
Linear,1,1.3784571428571428,-0.5352423623589656
Linear,0,1.3784571428571428,0.32625203339490294
Linear,1,1.3784571428571428,-0.7225189070893974
Linear,0,1.3784571428571428,0.5036118980180909
Linear,1,1.3784571428571428,-0.44982292425947895
Linear,0,1.3784571428571428,0.5533925255442362
Linear,1,1.3784571428571428,-0.7899983294835855
Linear,0,1.3784571428571428,0.47102911718913465
Linear,1,1.3784571428571428,-0.7788688623999738
Linear,0,1.3784571428571428,0.5777896611729176
Linear,1,1.3784571428571428,-0.6218843405540853
Linear,0,1.3784571428571428,0.627454084512988
Linear,1,1.3784571428571428,-0.5992350199236811
Linear,0,1.4425714285714288,0.6717844983283572
Linear,1,1.4425714285714288,-1.1681468970800402
Linear,0,1.4425714285714288,0.594549006193018
Linear,1,1.4425714285714288,-0.9027418802598467
Linear,0,1.4425714285714288,0.5949010885894467
Linear,1,1.4425714285714288,-0.9516400241365218
Linear,0,1.4425714285714288,0.5847883891635606
Linear,1,1.4425714285714288,-0.4566163500869974
Linear,0,1.4425714285714288,0.8866509145677602
Linear,1,1.4425714285714288,-0.03983831217294754
Linear,0,1.4425714285714288,0.5224490909967985
Linear,1,1.4425714285714288,-0.7627700458807092
Linear,0,1.4425714285714288,0.6358394206716349
Linear,1,1.4425714285714288,-1.2016247428498579
Linear,0,1.4425714285714288,0.7209944986065059
Linear,1,1.4425714285714288,-0.642919392327414
Linear,0,1.4425714285714288,0.3026428877812017
Linear,1,1.4425714285714288,-0.8985334932218316
Linear,0,1.4425714285714288,0.6394103843021627
Linear,1,1.4425714285714288,-0.6308830057744147
Linear,0,1.4425714285714288,0.5781790898630909
Linear,1,1.4425714285714288,-0.43785645501944775
Linear,0,1.4425714285714288,0.5865692128008183
Linear,1,1.4425714285714288,-0.38653608749852997
Linear,0,1.4425714285714288,0.27887455397364036
Linear,1,1.4425714285714288,-0.7590701286684878
Linear,0,1.4425714285714288,0.41925212634412856
Linear,1,1.4425714285714288,-0.7860775013195453
Linear,0,1.4425714285714288,0.3877040973334197
Linear,1,1.4425714285714288,-0.6508589025607148
Linear,0,1.4425714285714288,0.2786735123579838
Linear,1,1.4425714285714288,-0.41450467705552696
Linear,0,1.4425714285714288,0.6279737229066917
Linear,1,1.4425714285714288,-0.25262910699776703
Linear,0,1.4425714285714288,0.23984331678299176
Linear,1,1.4425714285714288,-0.6538351712277108
Linear,0,1.4425714285714288,0.5580854816014927
Linear,1,1.4425714285714288,-0.6943677557647183
Linear,0,1.4425714285714288,0.09017503555769336
Linear,1,1.4425714285714288,-0.8792643374339789
Linear,0,1.4425714285714288,0.5811717438170501
Linear,1,1.4425714285714288,-0.5484661364837684
Linear,0,1.4425714285714288,0.5432896083615044
Linear,1,1.4425714285714288,-0.3294147341205803
Linear,0,1.4425714285714288,0.39432783168021107
Linear,1,1.4425714285714288,-0.2795169931734475
Linear,0,1.4425714285714288,0.6692780881568885
Linear,1,1.4425714285714288,-0.8912008953719374
Linear,0,1.4425714285714288,0.27660882777398915
Linear,1,1.4425714285714288,-0.409065008906214
Linear,0,1.4425714285714288,0.6815562652805939
Linear,1,1.4425714285714288,-0.6212112383598224
Linear,0,1.4425714285714288,0.6458779524679492
Linear,1,1.4425714285714288,-0.6908845871399006
Linear,0,1.4425714285714288,0.6897279701417584
Linear,1,1.4425714285714288,-0.7859147656346437
Linear,0,1.4425714285714288,0.60543852600901
Linear,1,1.4425714285714288,-0.9035738993278071
Linear,0,1.4425714285714288,0.5805036422490086
Linear,1,1.4425714285714288,-1.1548287830970545
Linear,0,1.4425714285714288,0.2760765665115005
Linear,1,1.4425714285714288,-0.8125159655364804
Linear,0,1.4425714285714288,0.2586196459605111
Linear,1,1.4425714285714288,-1.0164271759596553
Linear,0,1.4425714285714288,0.5069081155190365
Linear,1,1.4425714285714288,-0.8681152346944109
Linear,0,1.4425714285714288,0.6169824783355953
Linear,1,1.4425714285714288,-0.304650580985909
Linear,0,1.4425714285714288,0.564151714551922
Linear,1,1.4425714285714288,-0.6814122860079996
Linear,0,1.4425714285714288,-0.04200255772974711
Linear,1,1.4425714285714288,-0.49001079929040214
Linear,0,1.4425714285714288,1.128859310846617
Linear,1,1.4425714285714288,-0.6668115151715538
Linear,0,1.4425714285714288,0.1782549124882432
Linear,1,1.4425714285714288,-0.9988265591415425
Linear,0,1.4425714285714288,0.1709022971094485
Linear,1,1.4425714285714288,-0.4191907578023909
Linear,0,1.506685714285714,0.5171187016736184
Linear,1,1.506685714285714,-0.5799263970329218
Linear,0,1.506685714285714,0.2941305686580463
Linear,1,1.506685714285714,-0.972839464496619
Linear,0,1.506685714285714,0.5224396992244705
