iteration,model_id,true_q0,true_q3,pred_q0,pred_q3
0,2,-0.9708,-0.3,-0.98788965,-0.64955473
0,2,-0.9708,-0.3,-1.0742835,-0.87218821
0,2,-0.9708,-0.3,-1.043498,0.085589595
0,2,-0.9708,-0.3,-0.96288663,-0.18248169
0,2,-0.9708,-0.3,-1.0109648,-0.46743572
0,2,-0.9708,-0.3,-1.0245911,-0.60981184
0,2,-0.9708,-0.3,-0.69806647,-0.54249555
0,2,-0.9708,-0.3,-0.95021647,0.15367092
0,2,-0.9708,-0.3,-0.79734576,-0.23948698
0,2,-0.9708,-0.3,-0.90722805,-0.44461489
0,2,-0.9708,-0.3,-1.1506056,-0.48841149
0,2,-0.9708,-0.3,-0.84524053,-0.37522346
0,2,-0.9708,-0.3,-1.2929163,-0.28134432
0,2,-0.9708,-0.3,-1.1031294,-0.48557073
0,2,-0.9708,-0.3,-1.2454997,-0.48850626
0,2,-0.9708,-0.3,-1.1754805,-0.54522902
0,2,-0.9708,-0.3,-0.976349,-0.74678826
0,2,-0.9708,-0.3,-0.82725275,-0.34334838
0,2,-0.9708,-0.3,-0.8293609,-0.64129561
0,2,-0.9708,-0.3,-0.82701343,-0.94631195
0,2,-0.9708,-0.3,-1.0444227,-0.40585697
0,2,-0.9708,-0.3,-1.1861987,-0.42423934
0,2,-0.9708,-0.3,-1.0691521,-0.017844129
0,2,-0.9708,-0.3,-0.98836595,-0.75128525
0,2,-0.9708,-0.3,-0.5152092,-0.99578351
0,2,-0.9708,-0.3,-0.93568349,-0.6168589
0,2,-0.9708,-0.3,-1.2403157,-0.90995759
0,2,-0.9708,-0.3,-1.0756673,-0.20019679
0,2,-0.9708,-0.3,-0.36761117,-0.27162161
0,2,-0.9708,-0.3,-1.2166772,-0.6181848
0,2,-0.9708,-0.3,-0.35352704,-0.62859595
0,2,-0.9708,-0.3,-0.80466634,-0.26468632
0,2,-0.9708,-0.3,-1.1940827,-0.41468769
0,2,-0.9708,-0.3,-0.54250729,-0.33303976
0,2,-0.9708,-0.3,-0.68050855,-0.15426217
0,2,-0.9708,-0.3,-0.75170982,-0.77054203
0,2,-0.9708,-0.3,-0.54217178,-0.64358771
0,2,-0.9708,-0.3,-1.1335037,-0.3125307
0,2,-0.9708,-0.3,-1.0894591,-0.39360493
0,2,-0.9708,-0.3,-1.0251907,-0.86803138
0,2,-0.9708,-0.3,-0.74256617,-0.50240725
0,2,-0.9708,-0.3,-0.4557448,-1.8049139
0,2,-0.9708,-0.3,-1.1427667,-0.89848042
0,2,-0.9708,-0.3,-1.0619487,-0.366579
0,2,-0.9708,-0.3,-0.77634978,-0.067294523
0,2,-0.9708,-0.3,-1.2607402,-0.28299716
0,2,-0.9708,-0.3,-0.69980681,-0.59276134
0,2,-0.9708,-0.3,-1.2425195,-0.5071649
0,2,-0.9708,-0.3,-0.99341094,-0.31096992
0,2,-0.9708,-0.3,-1.1873914,-0.36209822
0,2,-0.9708,-0.3,-0.77508098,-0.21225987
0,2,-0.9708,-0.3,-0.9898724,-0.61920166
0,2,-0.9708,-0.3,-0.89707893,-0.070248231
0,2,-0.9708,-0.3,-1.1295038,-0.59974223
0,2,-0.9708,-0.3,-1.23341,-0.4555127
0,2,-0.9708,-0.3,-1.1200837,-0.36493987
0,2,-0.9708,-0.3,-1.0135655,-0.33301711
0,2,-0.9708,-0.3,-0.89710438,-0.53052872
0,2,-0.9708,-0.3,-0.83880579,-0.21294741
0,2,-0.9708,-0.3,-0.95858306,-0.57096839
0,2,-0.9708,-0.3,-1.1862525,-0.50175279
0,2,-0.9708,-0.3,-1.1459597,-0.39682835
0,2,-0.1708,-0.3,-0.40974641,-0.2098581
0,2,-0.1708,-0.3,-0.39647233,-0.4489404
0,2,-0.1708,-0.3,-0.13715059,-0.48678398
0,2,-0.1708,-0.3,-0.2972438,0.22234114
0,2,-0.1708,-0.3,-0.089983977,0.13592006
0,2,-0.1708,-0.3,-0.47973374,-0.4761973
0,2,-0.1708,-0.3,-0.14114833,-0.76933116
0,2,-0.1708,-0.3,-0.18264246,-0.47584951
0,2,-0.1708,-0.3,0.048919246,-0.56067675
0,2,-0.1708,-0.3,-0.43026307,-0.2208945
0,2,-0.1708,-0.3,-0.10746811,-0.4264316
0,2,-0.1708,-0.3,-0.4597286,-0.32795519
0,2,-0.1708,-0.3,-0.40743014,-0.98930955
0,2,-0.1708,-0.3,-0.36616105,-0.15143572
0,2,-0.1708,-0.3,-0.40211117,-0.51181048
0,2,-0.1708,-0.3,-0.36055648,-0.34565747
0,2,-0.1708,-0.3,-0.40158516,-0.4338637
0,2,-0.1708,-0.3,-0.61273772,-0.47833145
0,2,-0.1708,-0.3,0.10848083,-0.057362005
0,2,-0.1708,-0.3,-0.55289972,-0.52212238
0,2,-0.1708,-0.3,-0.20960757,-0.26314673
0,2,-0.1708,-0.3,-0.03582257,-0.39999098
0,2,-0.1708,-0.3,-0.50078344,-0.23530929
0,2,-0.1708,-0.3,0.15204331,-0.77290356
0,2,-0.1708,-0.3,-0.15048073,-0.47436178
0,2,-0.1708,-0.3,-0.38409925,-0.24279802
0,2,-0.1708,-0.3,-0.26330364,-0.48283339
0,2,-0.1708,-0.3,-0.43003705,-0.25507805
0,2,-0.1708,-0.3,-0.19081305,-0.44329256
0,2,-0.1708,-0.3,-0.17269062,-0.2475336
0,2,-0.1708,-0.3,-0.61266363,-0.39134473
0,2,-0.1708,-0.3,-0.8201052,-0.64717233
0,2,-0.1708,-0.3,-0.25288093,-0.44220209
0,2,-0.1708,-0.3,-0.43250254,-0.43956965
0,2,-0.1708,-0.3,-0.22301477,0.22846521
0,2,-0.1708,-0.3,-0.017734703,-0.53769022
0,2,-0.1708,-0.3,-0.17299868,-0.02808987
0,2,-0.1708,-0.3,-0.1208147,-0.37675589
0,2,-0.1708,-0.3,-0.3450487,-0.9885003
0,2,-0.1708,-0.3,-0.086140364,-0.22735713
0,2,-0.1708,-0.3,-0.18433253,-0.27497795
0,2,-0.1708,-0.3,-0.87404078,-0.44367909
0,2,-0.1708,-0.3,0.02905307,-0.32969534
0,2,-0.1708,-0.3,0.12405396,-0.69711179
0,2,-0.1708,-0.3,-0.09863466,-0.063027725
0,2,-0.1708,-0.3,-0.44903359,-0.3065407
0,2,-0.1708,-0.3,-0.20806172,-0.5367136
0,2,-0.1708,-0.3,-0.49104211,-0.80956906
0,2,-0.1708,-0.3,-0.25073209,0.25199685
0,2,-0.1708,-0.3,-0.47757095,-0.87576687
0,2,-0.1708,-0.3,-0.45177904,-0.77511668
0,2,-0.1708,-0.3,-0.295149,-0.28829274
0,2,-0.1708,-0.3,0.033158179,-0.50239891
0,2,-0.1708,-0.3,0.11646152,-1.1906612
0,2,-0.1708,-0.3,-0.37297511,-0.60120046
0,2,-0.1708,-0.3,-0.24163181,-0.62595338
0,2,-0.1708,-0.3,-0.35234582,-0.51873952
0,2,-0.1708,-0.3,-0.32673758,-0.7111308
0,2,-0.1708,-0.3,-0.1671598,-0.27525988
