iteration,model_id,true_q0,true_q3,pred_q0,pred_q3
0,2,-0.9708,-0.3,-0.92026824,-0.36646321
0,2,-0.9708,-0.3,-0.91464043,-0.22314994
0,2,-0.9708,-0.3,-1.0454204,-0.51868129
0,2,-0.9708,-0.3,-0.98175144,-0.22529213
0,2,-0.9708,-0.3,-0.86867648,-0.75055766
0,2,-0.9708,-0.3,-0.93984866,-0.38707539
0,2,-0.9708,-0.3,-1.0433635,-0.36159202
0,2,-0.9708,-0.3,-0.80576748,-0.055267796
0,2,-0.9708,-0.3,-0.7390843,-0.27076986
0,2,-0.9708,-0.3,-1.0231066,-0.4519783
0,2,-0.9708,-0.3,-0.84077561,-1.2199626
0,2,-0.9708,-0.3,-0.88862902,-0.14119177
0,2,-0.9708,-0.3,-0.95066321,-0.49495623
0,2,-0.9708,-0.3,-1.0519243,-0.26915666
0,2,-0.9708,-0.3,-0.91631848,-0.44684067
0,2,-0.1708,-0.3,-0.30420247,-0.13155459
0,2,-0.1708,-0.3,-0.13389416,0.15078874
0,2,-0.1708,-0.3,-0.14832386,-0.32208189
0,2,-0.1708,-0.3,-0.37665558,-0.34803078
0,2,-0.1708,-0.3,-0.41414469,-0.25674728
0,2,-0.1708,-0.3,-0.26605502,-0.34865603
0,2,-0.1708,-0.3,-0.1975698,-0.29027131
0,2,-0.1708,-0.3,-0.34720999,-0.4608117
0,2,-0.1708,-0.3,-0.173447,-0.2636632
0,2,-0.1708,-0.3,-0.25156692,-0.35528719
0,2,-0.1708,-0.3,-0.19675319,-0.15956073
0,2,-0.1708,-0.3,-0.30351353,-0.48031077
0,2,-0.1708,-0.3,-0.21754086,0.045837477
0,2,-0.1708,-0.3,-0.24380614,-0.45061901
0,2,-0.1708,-0.3,-0.19882958,-0.38933381
0,2,0.4292,-0.3,0.36565992,-0.20819096
0,2,0.4292,-0.3,0.31289876,-0.62473983
0,2,0.4292,-0.3,0.52875268,-0.21310954
0,2,0.4292,-0.3,0.46948823,-0.30629706
0,2,0.4292,-0.3,0.43701494,-0.15610664
0,2,0.4292,-0.3,0.34508875,-0.54619479
