Iteration,q_0,q_3,joint,MSE
0,-1.5708,-2.7,0,1.4681784768440158
0,-1.5708,-2.7,3,0.5919655844330919
0,-1.5708,-2.2,0,1.6570276154524752
0,-1.5708,-2.2,3,0.3575728488448142
0,-1.5708,-0.7,0,3.1210912398267507
0,-1.5708,-0.7,3,0.6143535629996211
0,-1.4708,-2.7,0,1.1889600859862903
0,-1.4708,-2.7,3,0.5596003050989996
0,-1.4708,-2.6,0,0.17801381099865002
0,-1.4708,-2.6,3,0.6605576051474279
0,-1.4708,-2.1,0,0.7207969649407533
0,-1.4708,-2.1,3,0.27716807808987415
0,-1.4708,-0.9000000000000001,0,1.547781224613533
0,-1.4708,-0.9000000000000001,3,0.5720359663639875
0,-1.3708,-2.8,0,1.4917972120074747
0,-1.3708,-2.8,3,0.8080152919480231
0,-1.3708,-1.8,0,1.7328471364735063
0,-1.3708,-1.8,3,0.1544103687540184
0,-1.3708,-1.0,0,0.5276627082493818
0,-1.3708,-1.0,3,0.468683112551488
0,-1.2708,-2.5,0,0.8716111931157353
0,-1.2708,-2.5,3,1.159170959156354
0,-1.2708,-1.4,0,0.02413360129156608
0,-1.2708,-1.4,3,0.41263353949474335
0,-1.2708,-0.6000000000000001,0,0.06351475691872252
0,-1.2708,-0.6000000000000001,3,0.672585395329527
0,-1.2708,-0.4,0,0.23058304632926224
0,-1.2708,-0.4,3,0.7008016103501511
0,-1.1707999999999998,-2.8,0,1.080971512094992
0,-1.1707999999999998,-2.8,3,1.192767484206746
0,-1.1707999999999998,-1.9,0,0.8696831327949739
0,-1.1707999999999998,-1.9,3,0.3343642872046067
0,-1.1707999999999998,-1.4,0,0.022331094505257238
0,-1.1707999999999998,-1.4,3,0.3578053824075723
0,-1.1707999999999998,-0.4,0,0.1871455798884807
0,-1.1707999999999998,-0.4,3,0.9830667720403601
0,-0.9708,-2.3,0,0.9321462405363365
0,-0.9708,-2.3,3,0.639595941505242
0,-0.9708,-1.5000000000000002,0,1.4622373536535826
0,-0.9708,-1.5000000000000002,3,0.26847161169154876
0,-0.9708,-0.9000000000000001,0,0.9978839210220884
0,-0.9708,-0.9000000000000001,3,0.2548991121822224
0,-0.9708,-0.3,0,0.3919166773368297
0,-0.9708,-0.3,3,0.7480567810792492
0,-0.8707999999999999,-1.2,0,0.8732711908840487
0,-0.8707999999999999,-1.2,3,0.13873952587715963
0,-0.8707999999999999,-0.6000000000000001,0,0.05025158935960024
0,-0.8707999999999999,-0.6000000000000001,3,0.21460303086092047
0,-0.8707999999999999,-0.4,0,0.1440728373975567
0,-0.8707999999999999,-0.4,3,0.2867596026977792
0,-0.7707999999999999,-2.2,0,0.9165556073516347
0,-0.7707999999999999,-2.2,3,0.11761583116310394
0,-0.7707999999999999,-1.9,0,0.7235045229812239
0,-0.7707999999999999,-1.9,3,0.05891363205210618
0,-0.6708,-2.7,0,0.6272159754408823
0,-0.6708,-2.7,3,0.2811167321519522
0,-0.6708,-2.4,0,0.14336855600516443
0,-0.6708,-2.4,3,0.1252847866339891
0,-0.6708,-2.3,0,0.6694249492374004
0,-0.6708,-2.3,3,0.10747174198916504
0,-0.5708,-2.7,0,0.4994909206636275
0,-0.5708,-2.7,3,0.5802121986424149
0,-0.5708,-2.6,0,0.11134441434110982
0,-0.5708,-2.6,3,0.6631749192728864
0,-0.5708,-2.4,0,0.09525151118156462
0,-0.5708,-2.4,3,0.4204339805066384
0,-0.5708,-1.3,0,0.026184341130062384
0,-0.5708,-1.3,3,0.5248236649102516
0,-0.5708,-0.9000000000000001,0,0.6695273987651963
0,-0.5708,-0.9000000000000001,3,0.7060512890435717
0,-0.4707999999999999,-1.3,0,0.026106758686905214
0,-0.4707999999999999,-1.3,3,0.08953958645025299
0,-0.3707999999999998,-2.5,0,0.3436878445163745
0,-0.3707999999999998,-2.5,3,0.5514428774965731
0,-0.3707999999999998,-1.6,0,0.015134547645467003
0,-0.3707999999999998,-1.6,3,0.2815735251442265
0,-0.3707999999999998,-0.7,0,0.9427731946093946
0,-0.3707999999999998,-0.7,3,0.4479893265272952
0,-0.2707999999999999,-2.3,0,0.5105714026533705
0,-0.2707999999999999,-2.3,3,0.10504821546443305
0,-0.1707999999999998,-1.2,0,0.41169020463695727
0,-0.1707999999999998,-1.2,3,0.1358565625710821
0,-0.1707999999999998,-0.7,0,0.7786328439819441
0,-0.1707999999999998,-0.7,3,0.1400705941280062
0,-0.1707999999999998,-0.3,0,0.24192005317040133
0,-0.1707999999999998,-0.3,3,0.3285589606394493
0,-0.0707999999999999,-0.8,0,0.0199894089477534
0,-0.0707999999999999,-0.8,3,0.14031478441984732
0,-0.0707999999999999,-0.4,0,0.5180124056309862
0,-0.0707999999999999,-0.4,3,0.25280424397553714
0,0.0292000000000001,-2.2,0,0.7638563428362783
0,0.0292000000000001,-2.2,3,0.13884326796724916
0,0.0292000000000001,-1.7000000000000002,0,0.47255131695086694
0,0.0292000000000001,-1.7000000000000002,3,0.06363932437530957
0,0.2292,-2.3,0,0.33994941792044964
0,0.2292,-2.3,3,0.3655936927234642
0,0.2292,-1.9,0,0.39491253009315697
0,0.2292,-1.9,3,0.22525758294339734
0,0.2292,-1.8,0,0.46079520709007454
0,0.2292,-1.8,3,0.22485447336568204
0,0.2292,-1.0,0,0.303606002947998
0,0.2292,-1.0,3,0.5414957918388952
0,0.2292,-0.8,0,0.029677506533704583
0,0.2292,-0.8,3,0.7656659005976545
0,0.3292000000000001,-2.8,0,0.7596979986314943
0,0.3292000000000001,-2.8,3,0.360577922474627
0,0.3292000000000001,-2.4,0,0.26974541013475134
0,0.3292000000000001,-2.4,3,0.10610482992455483
0,0.3292000000000001,-2.3,0,0.4128139258654929
0,0.3292000000000001,-2.3,3,0.09941209559237285
0,0.3292000000000001,-2.0,0,0.06841139380863774
0,0.3292000000000001,-2.0,3,0.10668734250702998
0,0.4292,-2.5,0,0.5583107916183022
0,0.4292,-2.5,3,0.8385894462543514
0,0.4292,-2.3,0,0.5042699303115128
0,0.4292,-2.3,3,0.5156446553942088
0,0.4292,-0.3,0,0.5251326101514308
