,Iteration,Modelname,Metricname,Result
525,4,10,Mean Square Error,0.1582393036672659
526,4,10,R squared,0.38142011147968446
527,4,10,Standard Deviation of Error,0.3210280392720659
528,4,10,Standard deviation per Recording (avg),0.13369859436286533
529,4,10,Ratio of Outliers (>= 0.5 rad),0.1527313266443701
530,4,11,Mean Square Error,0.15728337784113042
531,4,11,R squared,0.3851569611577389
532,4,11,Standard Deviation of Error,0.3199105118377755
533,4,11,Standard deviation per Recording (avg),0.13109391570997483
534,4,11,Ratio of Outliers (>= 0.5 rad),0.14938684503901895
535,4,12,Mean Square Error,0.15842540347899978
536,4,12,R squared,0.3806926209123722
537,4,12,Standard Deviation of Error,0.3208157027554862
538,4,12,Standard deviation per Recording (avg),0.1289415853413722
539,4,12,Ratio of Outliers (>= 0.5 rad),0.14604236343366778
540,4,13,Mean Square Error,0.1604365249350871
541,4,13,R squared,0.3728308618090639
542,4,13,Standard Deviation of Error,0.32155115869891837
543,4,13,Standard deviation per Recording (avg),0.12625840745183078
544,4,13,Ratio of Outliers (>= 0.5 rad),0.15496098104793757
545,4,14,Mean Square Error,0.15972577332755386
546,4,14,R squared,0.37560929068207016
547,4,14,Standard Deviation of Error,0.3198341926028788
548,4,14,Standard deviation per Recording (avg),0.12486807860642032
549,4,14,Ratio of Outliers (>= 0.5 rad),0.15830546265328874
550,4,15,Mean Square Error,0.1610884505497855
551,4,15,R squared,0.3702823920880921
552,4,15,Standard Deviation of Error,0.320825897585271
553,4,15,Standard deviation per Recording (avg),0.12248144649747822
554,4,15,Ratio of Outliers (>= 0.5 rad),0.15719063545150502
555,4,16,Mean Square Error,0.16233473574237525
556,4,16,R squared,0.36541048645131213
557,4,16,Standard Deviation of Error,0.3218210594479135
558,4,16,Standard deviation per Recording (avg),0.12098965953062434
559,4,16,Ratio of Outliers (>= 0.5 rad),0.15830546265328874
560,4,17,Mean Square Error,0.16441392045467573
561,4,17,R squared,0.35728265842287
562,4,17,Standard Deviation of Error,0.32303724682283064
563,4,17,Standard deviation per Recording (avg),0.11933980731071689
564,4,17,Ratio of Outliers (>= 0.5 rad),0.15496098104793757
565,4,18,Mean Square Error,0.16448577190955782
566,4,18,R squared,0.3570017808916819
567,4,18,Standard Deviation of Error,0.32258365871118544
568,4,18,Standard deviation per Recording (avg),0.11717459847645198
569,4,18,Ratio of Outliers (>= 0.5 rad),0.15607580824972128
570,4,19,Mean Square Error,0.1649008419377518
571,4,19,R squared,0.3553792132626671
572,4,19,Standard Deviation of Error,0.3221702936022248
573,4,19,Standard deviation per Recording (avg),0.11668234642147947
574,4,19,Ratio of Outliers (>= 0.5 rad),0.16276477146042365
575,4,20,Mean Square Error,0.16501130599377214
576,4,20,R squared,0.3549473935953975
577,4,20,Standard Deviation of Error,0.32142936583177945
578,4,20,Standard deviation per Recording (avg),0.11539631145705197
579,4,20,Ratio of Outliers (>= 0.5 rad),0.1616499442586399
580,4,21,Mean Square Error,0.16500300655696098
581,4,21,R squared,0.3549798372713898
582,4,21,Standard Deviation of Error,0.32056272269612424
583,4,21,Standard deviation per Recording (avg),0.11321285739661166
584,4,21,Ratio of Outliers (>= 0.5 rad),0.15942028985507245
585,4,22,Mean Square Error,0.1656773248203643
586,4,22,R squared,0.35234383150963344
587,4,22,Standard Deviation of Error,0.32127177697347326
588,4,22,Standard deviation per Recording (avg),0.11215271874531077
589,4,22,Ratio of Outliers (>= 0.5 rad),0.15496098104793757
590,4,23,Mean Square Error,0.16555577679197292
591,4,23,R squared,0.3528189799974598
592,4,23,Standard Deviation of Error,0.32139018950513615
593,4,23,Standard deviation per Recording (avg),0.11220195699639256
594,4,23,Ratio of Outliers (>= 0.5 rad),0.15496098104793757
595,4,24,Mean Square Error,0.1661121343826177
596,4,24,R squared,0.3506440992413985
597,4,24,Standard Deviation of Error,0.3216838895154991
598,4,24,Standard deviation per Recording (avg),0.11084144079329762
599,4,24,Ratio of Outliers (>= 0.5 rad),0.15384615384615385
600,5,1,Mean Square Error,0.11537586944006357
601,5,1,R squared,0.6495613501345147
602,5,1,Standard Deviation of Error,0.3301297318447816
603,5,1,Standard deviation per Recording (avg),0.2587550156215605
604,5,1,Ratio of Outliers (>= 0.5 rad),0.08695652173913043
605,5,2,Mean Square Error,0.0916863681670694
606,5,2,R squared,0.7215150167234146
607,5,2,Standard Deviation of Error,0.290120855670442
608,5,2,Standard deviation per Recording (avg),0.20467773490883773
609,5,2,Ratio of Outliers (>= 0.5 rad),0.08249721293199554
610,5,3,Mean Square Error,0.07711023109015949
611,5,3,R squared,0.7657880681186209
612,5,3,Standard Deviation of Error,0.2649248287046602
613,5,3,Standard deviation per Recording (avg),0.17924106117965125
614,5,3,Ratio of Outliers (>= 0.5 rad),0.06800445930880714
615,5,4,Mean Square Error,0.0699283247617377
616,5,4,R squared,0.7876021404147345
617,5,4,Standard Deviation of Error,0.2515282915157864
618,5,4,Standard deviation per Recording (avg),0.15842501640989806
619,5,4,Ratio of Outliers (>= 0.5 rad),0.06800445930880714
620,5,5,Mean Square Error,0.06818005883565852
621,5,5,R squared,0.7929122624854444
622,5,5,Standard Deviation of Error,0.248162634277194
623,5,5,Standard deviation per Recording (avg),0.1496807474325106
624,5,5,Ratio of Outliers (>= 0.5 rad),0.06800445930880714
625,5,6,Mean Square Error,0.06887917726761256
626,5,6,R squared,0.7907887844949507
627,5,6,Standard Deviation of Error,0.2488776157873306
628,5,6,Standard deviation per Recording (avg),0.14317569733216964
629,5,6,Ratio of Outliers (>= 0.5 rad),0.07246376811594203
630,5,7,Mean Square Error,0.06758748116372039
631,5,7,R squared,0.7947121372799074
632,5,7,Standard Deviation of Error,0.24560784013971335
633,5,7,Standard deviation per Recording (avg),0.13586182135045355
634,5,7,Ratio of Outliers (>= 0.5 rad),0.07023411371237458
635,5,8,Mean Square Error,0.06790268829427619
636,5,8,R squared,0.7937547381132011
637,5,8,Standard Deviation of Error,0.24484508722659956
638,5,8,Standard deviation per Recording (avg),0.13170425165258912
639,5,8,Ratio of Outliers (>= 0.5 rad),0.06577480490523968
640,5,9,Mean Square Error,0.06862377723009921
641,5,9,R squared,0.791564527678999
642,5,9,Standard Deviation of Error,0.24550916660663624
643,5,9,Standard deviation per Recording (avg),0.12931930436694447
644,5,9,Ratio of Outliers (>= 0.5 rad),0.07023411371237458
645,5,10,Mean Square Error,0.06855899678049349
646,5,10,R squared,0.7917612895617712
647,5,10,Standard Deviation of Error,0.244690790448949
648,5,10,Standard deviation per Recording (avg),0.1256145875133595
649,5,10,Ratio of Outliers (>= 0.5 rad),0.07246376811594203
650,5,11,Mean Square Error,0.06848817273638835
651,5,11,R squared,0.7919764080481121
652,5,11,Standard Deviation of Error,0.2440612315579574
653,5,11,Standard deviation per Recording (avg),0.12183072559637598
654,5,11,Ratio of Outliers (>= 0.5 rad),0.0713489409141583
655,5,12,Mean Square Error,0.06932429718137235
656,5,12,R squared,0.7894367927625091
657,5,12,Standard Deviation of Error,0.245387894776234
658,5,12,Standard deviation per Recording (avg),0.12152328043926232
659,5,12,Ratio of Outliers (>= 0.5 rad),0.07469342251950947
660,5,13,Mean Square Error,0.06986505719547631
661,5,13,R squared,0.7877943071182967
662,5,13,Standard Deviation of Error,0.24592146906682763
663,5,13,Standard deviation per Recording (avg),0.1189454592297162
664,5,13,Ratio of Outliers (>= 0.5 rad),0.07469342251950947
665,5,14,Mean Square Error,0.0701791420696824
666,5,14,R squared,0.7868403166539637
667,5,14,Standard Deviation of Error,0.24613500275846936
668,5,14,Standard deviation per Recording (avg),0.11646133817969032
669,5,14,Ratio of Outliers (>= 0.5 rad),0.0713489409141583
670,5,15,Mean Square Error,0.07069000305243268
671,5,15,R squared,0.7852886452868676
672,5,15,Standard Deviation of Error,0.24668025967318183
673,5,15,Standard deviation per Recording (avg),0.11574711831377879
674,5,15,Ratio of Outliers (>= 0.5 rad),0.07692307692307693
675,5,16,Mean Square Error,0.07181349314699913
676,5,16,R squared,0.781876195579768
677,5,16,Standard Deviation of Error,0.24853328228667884
678,5,16,Standard deviation per Recording (avg),0.11396094544893111
679,5,16,Ratio of Outliers (>= 0.5 rad),0.07469342251950947
680,5,17,Mean Square Error,0.07272012154310145
681,5,17,R squared,0.7791224340471204
682,5,17,Standard Deviation of Error,0.24995506997981465
683,5,17,Standard deviation per Recording (avg),0.11298225304183612
684,5,17,Ratio of Outliers (>= 0.5 rad),0.07803790412486064
685,5,18,Mean Square Error,0.07357386879186108
686,5,18,R squared,0.776529291870739
687,5,18,Standard Deviation of Error,0.2511015418769841
688,5,18,Standard deviation per Recording (avg),0.11228859491658626
689,5,18,Ratio of Outliers (>= 0.5 rad),0.07803790412486064
690,5,19,Mean Square Error,0.0745869509239112
691,5,19,R squared,0.7734521914659362
692,5,19,Standard Deviation of Error,0.2525423211912037
693,5,19,Standard deviation per Recording (avg),0.11153188884379912
694,5,19,Ratio of Outliers (>= 0.5 rad),0.07915273132664437
695,5,20,Mean Square Error,0.07568986731758343
696,5,20,R squared,0.770102231601809
697,5,20,Standard Deviation of Error,0.25453059878402917
698,5,20,Standard deviation per Recording (avg),0.11168133234341261
699,5,20,Ratio of Outliers (>= 0.5 rad),0.08138238573021182
700,5,21,Mean Square Error,0.07615390366453385
701,5,21,R squared,0.7686927837536323
702,5,21,Standard Deviation of Error,0.2551264515167181
703,5,21,Standard deviation per Recording (avg),0.11035663108864677
704,5,21,Ratio of Outliers (>= 0.5 rad),0.0802675585284281
705,5,22,Mean Square Error,0.07658810277230789
706,5,22,R squared,0.7673739624971634
707,5,22,Standard Deviation of Error,0.25580161995521317
708,5,22,Standard deviation per Recording (avg),0.10943185104056811
709,5,22,Ratio of Outliers (>= 0.5 rad),0.0858416945373467
710,5,23,Mean Square Error,0.07717669991361428
711,5,23,R squared,0.765586178027888
712,5,23,Standard Deviation of Error,0.2568667343745398
713,5,23,Standard deviation per Recording (avg),0.10854524978358283
714,5,23,Ratio of Outliers (>= 0.5 rad),0.08361204013377926
715,5,24,Mean Square Error,0.07779810923404866
716,5,24,R squared,0.7636987309878466
717,5,24,Standard Deviation of Error,0.2577568185866895
718,5,24,Standard deviation per Recording (avg),0.10773907041816173
719,5,24,Ratio of Outliers (>= 0.5 rad),0.08472686733556299
720,6,1,Mean Square Error,0.10067484967065052
721,6,1,R squared,0.581875362829595
722,6,1,Standard Deviation of Error,0.2986355278526155
723,6,1,Standard deviation per Recording (avg),0.2194535080133277
724,6,1,Ratio of Outliers (>= 0.5 rad),0.12931995540691194
725,6,2,Mean Square Error,0.07040646780558432
726,6,2,R squared,0.707586563059533
727,6,2,Standard Deviation of Error,0.24714660314318268
728,6,2,Standard deviation per Recording (avg),0.16596198051839114
729,6,2,Ratio of Outliers (>= 0.5 rad),0.0903010033444816
730,6,3,Mean Square Error,0.06603026317937659
731,6,3,R squared,0.725761896596187
732,6,3,Standard Deviation of Error,0.23583979762456078
733,6,3,Standard deviation per Recording (avg),0.14708720535569655
734,6,3,Ratio of Outliers (>= 0.5 rad),0.07357859531772576
735,6,4,Mean Square Error,0.06016427221992392
736,6,4,R squared,0.7501246381308391
737,6,4,Standard Deviation of Error,0.22359304454012816
738,6,4,Standard deviation per Recording (avg),0.1322104878337085
739,6,4,Ratio of Outliers (>= 0.5 rad),0.06020066889632107
740,6,5,Mean Square Error,0.05706688931958915
741,6,5,R squared,0.7629887457566968
742,6,5,Standard Deviation of Error,0.21638692247854402
743,6,5,Standard deviation per Recording (avg),0.12325206117350711
744,6,5,Ratio of Outliers (>= 0.5 rad),0.06020066889632107
745,6,6,Mean Square Error,0.055058892866396286
746,6,6,R squared,0.7713283935553018
747,6,6,Standard Deviation of Error,0.21215602121495336
748,6,6,Standard deviation per Recording (avg),0.11491923833283066
749,6,6,Ratio of Outliers (>= 0.5 rad),0.054626532887402456
750,6,7,Mean Square Error,0.053640748090825294
751,6,7,R squared,0.7772182585184038
752,6,7,Standard Deviation of Error,0.20909360172444236
753,6,7,Standard deviation per Recording (avg),0.11060088859094912
754,6,7,Ratio of Outliers (>= 0.5 rad),0.056856187290969896
755,6,8,Mean Square Error,0.05361417090710497
756,6,8,R squared,0.7773286393666139
757,6,8,Standard Deviation of Error,0.20832260214436826
758,6,8,Standard deviation per Recording (avg),0.10887694090653494
759,6,8,Ratio of Outliers (>= 0.5 rad),0.055741360089186176
760,6,9,Mean Square Error,0.053137317741036874
761,6,9,R squared,0.7793091147057681
762,6,9,Standard Deviation of Error,0.20653119394655348
763,6,9,Standard deviation per Recording (avg),0.10662436806646236
764,6,9,Ratio of Outliers (>= 0.5 rad),0.054626532887402456
765,6,10,Mean Square Error,0.05219435131661639
766,6,10,R squared,0.7832254602018333
767,6,10,Standard Deviation of Error,0.2035274975195364
768,6,10,Standard deviation per Recording (avg),0.10205483420887919
769,6,10,Ratio of Outliers (>= 0.5 rad),0.05128205128205128
770,6,11,Mean Square Error,0.051191106205074145
771,6,11,R squared,0.7873921562498422
772,6,11,Standard Deviation of Error,0.20173229793314001
773,6,11,Standard deviation per Recording (avg),0.10001189212871613
774,6,11,Ratio of Outliers (>= 0.5 rad),0.04793756967670011
775,6,12,Mean Square Error,0.05112427841659249
776,6,12,R squared,0.7876697066499987
777,6,12,Standard Deviation of Error,0.20175621012804512
778,6,12,Standard deviation per Recording (avg),0.09898737539253318
779,6,12,Ratio of Outliers (>= 0.5 rad),0.04905239687848383
780,6,13,Mean Square Error,0.050918243728831164
781,6,13,R squared,0.7885254137044075
782,6,13,Standard Deviation of Error,0.20120436400836914
783,6,13,Standard deviation per Recording (avg),0.09615295531963389
784,6,13,Ratio of Outliers (>= 0.5 rad),0.04793756967670011
785,6,14,Mean Square Error,0.05092571717454331
786,6,14,R squared,0.7884943748522312
787,6,14,Standard Deviation of Error,0.2013423997947049
788,6,14,Standard deviation per Recording (avg),0.09533718376359776
789,6,14,Ratio of Outliers (>= 0.5 rad),0.045707915273132664
790,6,15,Mean Square Error,0.049834671379645146
791,6,15,R squared,0.7930257263131024
792,6,15,Standard Deviation of Error,0.1990589361337267
793,6,15,Standard deviation per Recording (avg),0.0937865629835641
794,6,15,Ratio of Outliers (>= 0.5 rad),0.043478260869565216
795,6,16,Mean Square Error,0.04923240822167698
796,6,16,R squared,0.7955270567370399
797,6,16,Standard Deviation of Error,0.19748253716498343
798,6,16,Standard deviation per Recording (avg),0.09192862543572014
799,6,16,Ratio of Outliers (>= 0.5 rad),0.046822742474916385
800,6,17,Mean Square Error,0.04948266560377691
801,6,17,R squared,0.7944876831752014
802,6,17,Standard Deviation of Error,0.19800553625951725
803,6,17,Standard deviation per Recording (avg),0.09078151140118058
804,6,17,Ratio of Outliers (>= 0.5 rad),0.044593088071348944
805,6,18,Mean Square Error,0.04984739670559095
806,6,18,R squared,0.7929728752553519
807,6,18,Standard Deviation of Error,0.19829823056692983
808,6,18,Standard deviation per Recording (avg),0.08987522569619433
809,6,18,Ratio of Outliers (>= 0.5 rad),0.045707915273132664
810,6,19,Mean Square Error,0.050058758250360116
811,6,19,R squared,0.7920950446004515
812,6,19,Standard Deviation of Error,0.19881927566932853
813,6,19,Standard deviation per Recording (avg),0.08932838051051652
814,6,19,Ratio of Outliers (>= 0.5 rad),0.044593088071348944
815,6,20,Mean Square Error,0.05047251447874189
816,6,20,R squared,0.7903766246233164
817,6,20,Standard Deviation of Error,0.19920314843260753
818,6,20,Standard deviation per Recording (avg),0.08854618893451939
819,6,20,Ratio of Outliers (>= 0.5 rad),0.045707915273132664
820,6,21,Mean Square Error,0.05031267095339328
821,6,21,R squared,0.7910404896924877
822,6,21,Standard Deviation of Error,0.19864423814194376
823,6,21,Standard deviation per Recording (avg),0.08756238356824468
824,6,21,Ratio of Outliers (>= 0.5 rad),0.042363433667781496
825,6,22,Mean Square Error,0.05023868742730704
826,6,22,R squared,0.7913477594336653
827,6,22,Standard Deviation of Error,0.19847644011514837
828,6,22,Standard deviation per Recording (avg),0.0871043515065196
829,6,22,Ratio of Outliers (>= 0.5 rad),0.045707915273132664
830,6,23,Mean Square Error,0.05055105207742525
831,6,23,R squared,0.790050440824074
832,6,23,Standard Deviation of Error,0.19881601951041844
833,6,23,Standard deviation per Recording (avg),0.08595411396942187
834,6,23,Ratio of Outliers (>= 0.5 rad),0.042363433667781496
835,6,24,Mean Square Error,0.05094468885826309
836,6,24,R squared,0.7884155813064966
837,6,24,Standard Deviation of Error,0.1996074153569881
838,6,24,Standard deviation per Recording (avg),0.0855000511016222
839,6,24,Ratio of Outliers (>= 0.5 rad),0.044593088071348944
840,7,1,Mean Square Error,0.09482866596316342
841,7,1,R squared,0.5339673402566092
842,7,1,Standard Deviation of Error,0.28968189701905905
843,7,1,Standard deviation per Recording (avg),0.23329330748214616
844,7,1,Ratio of Outliers (>= 0.5 rad),0.12374581939799331
845,7,2,Mean Square Error,0.06745581044648451
846,7,2,R squared,0.6684904249340293
847,7,2,Standard Deviation of Error,0.2338198289992356
848,7,2,Standard deviation per Recording (avg),0.1798574203709123
849,7,2,Ratio of Outliers (>= 0.5 rad),0.07357859531772576
850,7,3,Mean Square Error,0.05798496758598421
851,7,3,R squared,0.7150346006161504
852,7,3,Standard Deviation of Error,0.21000683163626369
853,7,3,Standard deviation per Recording (avg),0.15643947182480406
854,7,3,Ratio of Outliers (>= 0.5 rad),0.06020066889632107
855,7,4,Mean Square Error,0.05347672621228378
856,7,4,R squared,0.7371902188230642
857,7,4,Standard Deviation of Error,0.19569473364548143
858,7,4,Standard deviation per Recording (avg),0.14242681005610222
859,7,4,Ratio of Outliers (>= 0.5 rad),0.05351170568561873
860,7,5,Mean Square Error,0.05215388711121396
861,7,5,R squared,0.7436912722589905
862,7,5,Standard Deviation of Error,0.18951677462261854
863,7,5,Standard deviation per Recording (avg),0.1327448870899363
864,7,5,Ratio of Outliers (>= 0.5 rad),0.04905239687848383
865,7,6,Mean Square Error,0.05032298965075722
866,7,6,R squared,0.7526891633982112
867,7,6,Standard Deviation of Error,0.18422003413041171
868,7,6,Standard deviation per Recording (avg),0.12584705553710504
869,7,6,Ratio of Outliers (>= 0.5 rad),0.044593088071348944
870,7,7,Mean Square Error,0.050556563457598444
871,7,7,R squared,0.7515412718683347
872,7,7,Standard Deviation of Error,0.18198074057136365
873,7,7,Standard deviation per Recording (avg),0.12252291053348448
874,7,7,Ratio of Outliers (>= 0.5 rad),0.044593088071348944
875,7,8,Mean Square Error,0.051391846520303486
876,7,8,R squared,0.747436298088547
877,7,8,Standard Deviation of Error,0.18097552535598624
878,7,8,Standard deviation per Recording (avg),0.11965658647417232
879,7,8,Ratio of Outliers (>= 0.5 rad),0.044593088071348944
880,7,9,Mean Square Error,0.05075424742618972
881,7,9,R squared,0.7505697598815795
882,7,9,Standard Deviation of Error,0.17735663672766852
883,7,9,Standard deviation per Recording (avg),0.11414851321736644
884,7,9,Ratio of Outliers (>= 0.5 rad),0.042363433667781496
885,7,10,Mean Square Error,0.05175548648585967
886,7,10,R squared,0.745649200288363
887,7,10,Standard Deviation of Error,0.17821079510846344
888,7,10,Standard deviation per Recording (avg),0.11314726326095474
889,7,10,Ratio of Outliers (>= 0.5 rad),0.044593088071348944
890,7,11,Mean Square Error,0.05332029016068291
891,7,11,R squared,0.7379590191480169
892,7,11,Standard Deviation of Error,0.18126297755370707
893,7,11,Standard deviation per Recording (avg),0.11393495591732
894,7,11,Ratio of Outliers (>= 0.5 rad),0.045707915273132664
895,7,12,Mean Square Error,0.05393870391662862
896,7,12,R squared,0.7349198431290562
897,7,12,Standard Deviation of Error,0.18056720451191438
898,7,12,Standard deviation per Recording (avg),0.11146519766490418
899,7,12,Ratio of Outliers (>= 0.5 rad),0.043478260869565216
900,7,13,Mean Square Error,0.054831902385384254
901,7,13,R squared,0.7305302458079823
902,7,13,Standard Deviation of Error,0.181865045055634
903,7,13,Standard deviation per Recording (avg),0.11168052803605717
904,7,13,Ratio of Outliers (>= 0.5 rad),0.045707915273132664
905,7,14,Mean Square Error,0.054402897082214435
906,7,14,R squared,0.7326385796166421
907,7,14,Standard Deviation of Error,0.1804366758137781
908,7,14,Standard deviation per Recording (avg),0.10956154646871101
909,7,14,Ratio of Outliers (>= 0.5 rad),0.044593088071348944
910,7,15,Mean Square Error,0.05466393716543256
911,7,15,R squared,0.731355705888048
912,7,15,Standard Deviation of Error,0.18010458606689597
913,7,15,Standard deviation per Recording (avg),0.10731494286676974
914,7,15,Ratio of Outliers (>= 0.5 rad),0.044593088071348944
915,7,16,Mean Square Error,0.05443240051274337
916,7,16,R squared,0.7324935858844063
917,7,16,Standard Deviation of Error,0.17898910066094556
918,7,16,Standard deviation per Recording (avg),0.10595141655942619
919,7,16,Ratio of Outliers (>= 0.5 rad),0.04124860646599777
920,7,17,Mean Square Error,0.054598377347734
921,7,17,R squared,0.7316778976631197
922,7,17,Standard Deviation of Error,0.17889387464961104
923,7,17,Standard deviation per Recording (avg),0.10541394232304008
924,7,17,Ratio of Outliers (>= 0.5 rad),0.044593088071348944
925,7,18,Mean Square Error,0.05444018221945683
926,7,18,R squared,0.7324553429181029
927,7,18,Standard Deviation of Error,0.17765585403734724
928,7,18,Standard deviation per Recording (avg),0.10356027487810203
929,7,18,Ratio of Outliers (>= 0.5 rad),0.042363433667781496
930,7,19,Mean Square Error,0.05483435176245472
931,7,19,R squared,0.7305182084171864
932,7,19,Standard Deviation of Error,0.17786806257201196
933,7,19,Standard deviation per Recording (avg),0.10289667693135736
934,7,19,Ratio of Outliers (>= 0.5 rad),0.04124860646599777
935,7,20,Mean Square Error,0.0547510696074985
936,7,20,R squared,0.7309274960918488
937,7,20,Standard Deviation of Error,0.17727922720395597
938,7,20,Standard deviation per Recording (avg),0.10211275033710483
939,7,20,Ratio of Outliers (>= 0.5 rad),0.04124860646599777
940,7,21,Mean Square Error,0.054324087186434555
941,7,21,R squared,0.733025888506537
942,7,21,Standard Deviation of Error,0.1764254889591213
943,7,21,Standard deviation per Recording (avg),0.10082536137982713
944,7,21,Ratio of Outliers (>= 0.5 rad),0.042363433667781496
945,7,22,Mean Square Error,0.05489084602650848
946,7,22,R squared,0.7302405690359949
947,7,22,Standard Deviation of Error,0.1771946521872022
948,7,22,Standard deviation per Recording (avg),0.10157604269420181
949,7,22,Ratio of Outliers (>= 0.5 rad),0.03901895206243032
950,7,23,Mean Square Error,0.05529740900437233
951,7,23,R squared,0.7282425273678701
952,7,23,Standard Deviation of Error,0.17643131526282854
953,7,23,Standard deviation per Recording (avg),0.10048585258541914
954,7,23,Ratio of Outliers (>= 0.5 rad),0.03901895206243032
955,7,24,Mean Square Error,0.05527518948173555
956,7,24,R squared,0.7283517245513111
957,7,24,Standard Deviation of Error,0.17603602356259349
958,7,24,Standard deviation per Recording (avg),0.09938177801622641
959,7,24,Ratio of Outliers (>= 0.5 rad),0.03901895206243032
960,8,1,Mean Square Error,0.09449924600579
961,8,1,R squared,0.5291939506611034
962,8,1,Standard Deviation of Error,0.2882978091710994
963,8,1,Standard deviation per Recording (avg),0.20239219392054547
964,8,1,Ratio of Outliers (>= 0.5 rad),0.11928651059085842
965,8,2,Mean Square Error,0.07832332292113883
966,8,2,R squared,0.6097842491427214
967,8,2,Standard Deviation of Error,0.2552330870044864
968,8,2,Standard deviation per Recording (avg),0.16686718981810716
969,8,2,Ratio of Outliers (>= 0.5 rad),0.10256410256410256
970,8,3,Mean Square Error,0.0707553515734142
971,8,3,R squared,0.6474887477745295
972,8,3,Standard Deviation of Error,0.23701174057401103
973,8,3,Standard deviation per Recording (avg),0.14554074955170462
974,8,3,Ratio of Outliers (>= 0.5 rad),0.07915273132664437
975,8,4,Mean Square Error,0.06678026369956705
976,8,4,R squared,0.6672930901027875
977,8,4,Standard Deviation of Error,0.2281898732514552
978,8,4,Standard deviation per Recording (avg),0.1327121632482183
979,8,4,Ratio of Outliers (>= 0.5 rad),0.0713489409141583
980,8,5,Mean Square Error,0.0645416596569021
981,8,5,R squared,0.6784460714217769
982,8,5,Standard Deviation of Error,0.22165541471147038
983,8,5,Standard deviation per Recording (avg),0.12092566878369668
984,8,5,Ratio of Outliers (>= 0.5 rad),0.05351170568561873
985,8,6,Mean Square Error,0.06281817278687792
986,8,6,R squared,0.6870326800843882
987,8,6,Standard Deviation of Error,0.21835558542447905
988,8,6,Standard deviation per Recording (avg),0.1145544480477701
989,8,6,Ratio of Outliers (>= 0.5 rad),0.059085841694537344
990,8,7,Mean Square Error,0.0632584471178222
991,8,7,R squared,0.6848391830234222
992,8,7,Standard Deviation of Error,0.21828153439603903
993,8,7,Standard deviation per Recording (avg),0.10950041902619996
994,8,7,Ratio of Outliers (>= 0.5 rad),0.054626532887402456
995,8,8,Mean Square Error,0.06084645210347918
996,8,8,R squared,0.6968560179901093
997,8,8,Standard Deviation of Error,0.2133305306964863
998,8,8,Standard deviation per Recording (avg),0.10528673672318421
999,8,8,Ratio of Outliers (>= 0.5 rad),0.05128205128205128
1000,8,9,Mean Square Error,0.06052411864114979
1001,8,9,R squared,0.6984619201574106
1002,8,9,Standard Deviation of Error,0.21320242610104076
1003,8,9,Standard deviation per Recording (avg),0.10309498914328195
1004,8,9,Ratio of Outliers (>= 0.5 rad),0.05016722408026756
1005,8,10,Mean Square Error,0.06081782439997147
1006,8,10,R squared,0.6969986444824867
1007,8,10,Standard Deviation of Error,0.2136011549439965
1008,8,10,Standard deviation per Recording (avg),0.10046396092526862
1009,8,10,Ratio of Outliers (>= 0.5 rad),0.046822742474916385
1010,8,11,Mean Square Error,0.06046708891058662
1011,8,11,R squared,0.6987460487962747
1012,8,11,Standard Deviation of Error,0.21291520521813023
1013,8,11,Standard deviation per Recording (avg),0.0993425217330726
1014,8,11,Ratio of Outliers (>= 0.5 rad),0.043478260869565216
1015,8,12,Mean Square Error,0.06040058181454787
1016,8,12,R squared,0.6990773947536497
1017,8,12,Standard Deviation of Error,0.212389172845434
1018,8,12,Standard deviation per Recording (avg),0.09681766921145767
1019,8,12,Ratio of Outliers (>= 0.5 rad),0.043478260869565216
1020,8,13,Mean Square Error,0.06066614225689491
1021,8,13,R squared,0.6977543422637448
1022,8,13,Standard Deviation of Error,0.21249576831286457
1023,8,13,Standard deviation per Recording (avg),0.0950824884328024
1024,8,13,Ratio of Outliers (>= 0.5 rad),0.04124860646599777
1025,8,14,Mean Square Error,0.0617571908490809
1026,8,14,R squared,0.6923186134189625
1027,8,14,Standard Deviation of Error,0.2139459175279073
1028,8,14,Standard deviation per Recording (avg),0.09390254367833488
1029,8,14,Ratio of Outliers (>= 0.5 rad),0.03678929765886288
1030,8,15,Mean Square Error,0.06178418083058305
1031,8,15,R squared,0.692184146244886
1032,8,15,Standard Deviation of Error,0.21383463768791644
1033,8,15,Standard deviation per Recording (avg),0.09211169033502842
1034,8,15,Ratio of Outliers (>= 0.5 rad),0.03901895206243032
1035,8,16,Mean Square Error,0.06168199635391458
1036,8,16,R squared,0.6926932409921721
1037,8,16,Standard Deviation of Error,0.21365251892673237
1038,8,16,Standard deviation per Recording (avg),0.09099735334775162
1039,8,16,Ratio of Outliers (>= 0.5 rad),0.03901895206243032
1040,8,17,Mean Square Error,0.06240905112056731
1041,8,17,R squared,0.6890709710079247
1042,8,17,Standard Deviation of Error,0.21472548785207152
1043,8,17,Standard deviation per Recording (avg),0.09001819810911416
1044,8,17,Ratio of Outliers (>= 0.5 rad),0.04013377926421405
1045,8,18,Mean Square Error,0.06256334467724156
1046,8,18,R squared,0.6883022628655148
1047,8,18,Standard Deviation of Error,0.21517984982016045
1048,8,18,Standard deviation per Recording (avg),0.08985110665441237
1049,8,18,Ratio of Outliers (>= 0.5 rad),0.04124860646599777
1050,8,19,Mean Square Error,0.0628772990943811
1051,8,19,R squared,0.6867381060594709
1052,8,19,Standard Deviation of Error,0.21584767323070805
