Iteration,Modelname,Metricname,Joint,Result
3,1-Channel CNN,Standard deviation per Recording (avg),3,0.1566610714793205
3,1-Channel CNN,Ratio of Outliers (>= 0.5 rad),0,0.502914885347843
3,1-Channel CNN,Ratio of Outliers (>= 0.5 rad),3,0.003497862417411582
3,2-Channel CNN,Mean Square Error,0,0.43969345914569974
3,2-Channel CNN,Mean Square Error,3,0.01879467338429328
3,2-Channel CNN,R squared,0,0.40053746134829926
3,2-Channel CNN,R squared,3,0.9643346853874049
3,2-Channel CNN,Standard Deviation of Error,0,0.6606144334287258
3,2-Channel CNN,Standard Deviation of Error,3,0.13665781906094832
3,2-Channel CNN,Standard deviation per Recording (avg),0,0.47471760851996286
3,2-Channel CNN,Standard deviation per Recording (avg),3,0.13070657074451447
3,2-Channel CNN,Ratio of Outliers (>= 0.5 rad),0,0.4251846094053634
3,2-Channel CNN,Ratio of Outliers (>= 0.5 rad),3,0.000388651379712398
3,3-Channel CNN,Mean Square Error,0,0.37725048646526316
3,3-Channel CNN,Mean Square Error,3,0.01415260197914967
3,3-Channel CNN,R squared,0,0.4856700057275175
3,3-Channel CNN,R squared,3,0.973143614052105
3,3-Channel CNN,Standard Deviation of Error,0,0.6138926392515032
3,3-Channel CNN,Standard Deviation of Error,3,0.11831671150588886
3,3-Channel CNN,Standard deviation per Recording (avg),0,0.47964813134499956
3,3-Channel CNN,Standard deviation per Recording (avg),3,0.11418583452701568
3,3-Channel CNN,Ratio of Outliers (>= 0.5 rad),0,0.37465993004275167
3,3-Channel CNN,Ratio of Outliers (>= 0.5 rad),3,0.000388651379712398
3,4-Channel CNN,Mean Square Error,0,0.32580105528908887
3,4-Channel CNN,Mean Square Error,3,0.014120778372908595
3,4-Channel CNN,R squared,0,0.5558143437510572
3,4-Channel CNN,R squared,3,0.9732040034457108
3,4-Channel CNN,Standard Deviation of Error,0,0.5692459806525926
3,4-Channel CNN,Standard Deviation of Error,3,0.11015441528320036
3,4-Channel CNN,Standard deviation per Recording (avg),0,0.4604549397315298
3,4-Channel CNN,Standard deviation per Recording (avg),3,0.10474815130233765
3,4-Channel CNN,Ratio of Outliers (>= 0.5 rad),0,0.3451224251846094
3,4-Channel CNN,Ratio of Outliers (>= 0.5 rad),3,0.000777302759424796
4,kNN,Mean Square Error,0,0.8491209094442288
4,kNN,Mean Square Error,3,0.12579374271278662
4,kNN,R squared,0,-0.04370928718830025
4,kNN,R squared,3,0.7813301236056374
4,kNN,Standard Deviation of Error,0,0.916946696115292
4,kNN,Standard Deviation of Error,3,0.3236721651708798
4,kNN,Standard deviation per Recording (avg),0,0.2877633397221313
4,kNN,Standard deviation per Recording (avg),3,0.1346028527653508
4,kNN,Ratio of Outliers (>= 0.5 rad),0,0.7003497862417412
4,kNN,Ratio of Outliers (>= 0.5 rad),3,0.1686746987951807
4,Linear,Mean Square Error,0,0.6506668544684867
